Date,P/E,P/B,Div Yield
28-Nov-01,15.52,2.41,1.47
29-Nov-01,15.46,2.4,1.47
3-Dec-01,15.44,2.43,1.46
4-Dec-01,15.62,2.49,1.42
5-Dec-01,16.01,2.51,1.41
6-Dec-01,16.09,2.51,1.41
7-Dec-01,16.12,2.52,1.41
10-Dec-01,16.16,2.5,1.41
11-Dec-01,16.09,2.5,1.42
12-Dec-01,16.05,2.48,1.43
13-Dec-01,15.92,2.45,1.44
14-Dec-01,15.76,2.44,1.44
18-Dec-01,15.68,2.39,1.47
19-Dec-01,15.37,2.4,1.47
20-Dec-01,15.39,2.37,1.49
21-Dec-01,15.23,2.37,1.49
24-Dec-01,15.19,2.33,1.51
26-Dec-01,14.99,2.3,1.53
27-Dec-01,14.78,2.33,1.51
28-Dec-01,14.98,2.39,1.48
31-Dec-01,15.35,2.38,1.48
