Date,P/E,P/B,Div Yield
1-Jan-01,19.06,4.11,1.25
2-Jan-01,19.33,4.16,1.23
3-Jan-01,19.62,4.23,1.22
4-Jan-01,19.87,4.28,1.2
5-Jan-01,20.17,4.35,1.18
8-Jan-01,19.9,4.29,1.2
9-Jan-01,19.93,4.3,1.2
10-Jan-01,19.56,4.22,1.22
11-Jan-01,19.46,4.19,1.23
12-Jan-01,19.55,4.21,1.22
15-Jan-01,20.85,4.33,1.22
16-Jan-01,20.95,4.35,1.21
17-Jan-01,21.03,4.36,1.21
18-Jan-01,21.16,4.39,1.2
19-Jan-01,21.53,4.47,1.18
22-Jan-01,21.84,4.53,1.17
23-Jan-01,21.96,4.56,1.16
24-Jan-01,22.13,4.59,1.15
25-Jan-01,22.2,4.61,1.15
29-Jan-01,21.74,4.51,1.17
30-Jan-01,22.35,4.64,1.14
31-Jan-01,22.22,4.61,1.15
1-Feb-01,22.02,4.57,1.16
2-Feb-01,22.34,4.64,1.14
5-Feb-01,22.4,4.65,1.14
6-Feb-01,22.47,4.66,1.13
7-Feb-01,22.22,4.61,1.15
8-Feb-01,22.62,4.69,1.13
9-Feb-01,22.78,4.73,1.12
12-Feb-01,22.73,4.71,1.08
13-Feb-01,22.55,4.68,1.09
14-Feb-01,20.89,4.54,1.09
15-Feb-01,21.24,4.61,1.07
16-Feb-01,20.71,4.5,1.09
19-Feb-01,20.76,4.51,1.09
20-Feb-01,20.73,4.51,1.09
21-Feb-01,20.52,4.46,1.1
22-Feb-01,20.3,4.41,1.12
23-Feb-01,19.78,4.3,1.15
26-Feb-01,19.66,4.28,1.15
27-Feb-01,19.41,4.22,1.17
28-Feb-01,20.24,4.4,1.12
1-Mar-01,20.34,4.42,1.11
2-Mar-01,19.57,4.26,1.16
5-Mar-01,19.04,4.14,1.19
7-Mar-01,19.35,4.21,1.17
8-Mar-01,19.38,4.21,1.17
9-Mar-01,18.81,4.09,1.08
12-Mar-01,17.96,3.91,1.13
13-Mar-01,16.86,3.67,1.2
14-Mar-01,17.9,3.89,1.13
15-Mar-01,18.25,3.97,1.11
16-Mar-01,17.89,3.89,1.14
19-Mar-01,17.79,3.87,1.14
20-Mar-01,17.55,3.82,1.16
21-Mar-01,18.1,3.94,1.12
22-Mar-01,17.8,3.87,1.14
23-Mar-01,17.41,3.79,1.12
26-Mar-01,17.41,3.79,1.12
27-Mar-01,17.65,3.84,1.1
28-Mar-01,18.07,3.94,1.08
29-Mar-01,17.91,3.9,1.09
30-Mar-01,17.21,3.75,1.13
2-Apr-01,17.05,3.72,1.14
3-Apr-01,17.22,3.75,1.13
4-Apr-01,17.07,3.72,1.29
6-Apr-01,17.11,3.73,0.84
9-Apr-01,16.94,3.69,0.85
10-Apr-01,15.94,3.56,0.87
11-Apr-01,15.41,3.45,0.9
12-Apr-01,14.73,3.3,0.94
16-Apr-01,15.02,3.37,0.76
17-Apr-01,15.34,3.44,0.74
18-Apr-01,15.86,3.56,0.72
19-Apr-01,16.45,3.69,0.69
20-Apr-01,16.45,3.69,0.62
23-Apr-01,16.53,3.71,0.62
24-Apr-01,16.48,3.69,0.62
25-Apr-01,16.61,3.72,0.63
26-Apr-01,16.38,3.66,0.64
27-Apr-01,14.44,3.15,0.61
30-Apr-01,14.57,3.21,0.6
2-May-01,14.63,3.23,0.62
3-May-01,15.01,3.19,0.63
4-May-01,15.4,3.13,0.6
7-May-01,15.46,3.15,0.59
8-May-01,15.6,3.17,0.59
9-May-01,15.6,3.17,0.61
10-May-01,15.55,3.16,0.61
11-May-01,15.49,3.15,0.61
14-May-01,15.49,3.15,0.61
15-May-01,15.55,3.16,0.61
16-May-01,15.63,3.18,0.61
17-May-01,15.95,3.25,0.6
18-May-01,15.92,3.24,0.6
21-May-01,15.98,3.23,0.6
22-May-01,15.96,3.22,0.6
23-May-01,16.11,3.25,0.73
24-May-01,16.13,3.24,0.73
25-May-01,16.15,3.22,0.73
28-May-01,16.4,3.27,0.72
29-May-01,16.47,3.28,0.72
30-May-01,15.98,3.08,0.8
31-May-01,15.8,3.04,0.81
1-Jun-01,15.47,2.95,0.82
4-Jun-01,15.25,2.89,0.84
5-Jun-01,15.08,2.86,0.85
6-Jun-01,15.12,2.87,0.85
7-Jun-01,15.07,2.86,0.85
8-Jun-01,15.26,2.89,0.81
11-Jun-01,15.32,2.91,0.81
12-Jun-01,15.27,2.9,0.81
13-Jun-01,15.3,2.9,0.91
14-Jun-01,15.54,2.88,0.92
15-Jun-01,15.19,2.81,0.92
18-Jun-01,15.07,2.75,0.92
19-Jun-01,15.35,2.79,0.91
20-Jun-01,15.62,2.44,0.97
21-Jun-01,15.59,2.43,0.97
22-Jun-01,15.48,2.42,0.97
25-Jun-01,15.19,2.37,0.99
26-Jun-01,15.61,2.44,0.97
27-Jun-01,15.59,2.43,0.97
28-Jun-01,15.56,2.43,0.97
29-Jun-01,15.76,2.46,0.89
2-Jul-01,15.65,2.44,1.02
3-Jul-01,15.21,2.37,1.05
4-Jul-01,15.19,2.37,1.08
5-Jul-01,15.21,2.37,1.08
6-Jul-01,15.15,2.36,1.12
9-Jul-01,15.07,2.35,1.16
10-Jul-01,15.25,2.38,1.15
11-Jul-01,15.41,2.4,1.14
12-Jul-01,15.72,2.45,1.11
13-Jul-01,15.79,2.46,1.11
16-Jul-01,15.72,2.45,1.11
17-Jul-01,15.69,2.45,1.12
18-Jul-01,15.53,2.42,1.13
19-Jul-01,15.44,2.41,1.13
20-Jul-01,15.33,2.39,1.16
23-Jul-01,15.23,2.38,1.17
24-Jul-01,15.25,2.38,1.17
25-Jul-01,15.13,2.36,1.18
26-Jul-01,14.93,2.33,1.19
27-Jul-01,14.9,2.33,1.15
30-Jul-01,15.04,2.35,1.18
31-Jul-01,15.15,2.37,1.17
1-Aug-01,15.01,2.35,1.18
2-Aug-01,15.05,2.36,1.2
3-Aug-01,15.18,2.38,1.19
6-Aug-01,15.18,2.38,1.21
7-Aug-01,15.14,2.37,1.23
8-Aug-01,15.08,2.36,1.23
9-Aug-01,15.12,2.37,1.23
10-Aug-01,15.31,2.4,1.2
13-Aug-01,15.19,2.38,1.21
14-Aug-01,15.37,2.41,1.19
16-Aug-01,15.42,2.42,1.19
17-Aug-01,15.28,2.39,1.19
20-Aug-01,15.21,2.38,1.2
21-Aug-01,15.28,2.39,1.32
23-Aug-01,15.32,2.4,1.32
24-Aug-01,15.28,2.39,1.34
27-Aug-01,15.37,2.41,1.33
28-Aug-01,15.35,2.4,1.34
29-Aug-01,15.3,2.39,1.37
30-Aug-01,15.25,2.39,1.37
31-Aug-01,15.1,2.36,1.35
3-Sep-01,15.02,2.35,1.38
4-Sep-01,15.02,2.35,1.38
5-Sep-01,14.98,2.34,1.42
6-Sep-01,14.85,2.32,1.54
7-Sep-01,14.84,2.32,1.45
10-Sep-01,14.81,2.32,1.45
11-Sep-01,14.67,2.3,1.47
12-Sep-01,14.14,2.21,1.52
13-Sep-01,13.99,2.19,1.54
14-Sep-01,13.24,2.07,1.62
17-Sep-01,12.56,1.97,1.71
18-Sep-01,12.96,2.03,1.66
19-Sep-01,13.13,2.06,1.65
20-Sep-01,12.94,2.03,1.67
21-Sep-01,12.3,1.92,1.75
24-Sep-01,12.51,1.96,1.72
25-Sep-01,12.4,1.94,1.74
26-Sep-01,12.58,1.97,1.72
27-Sep-01,12.81,2.01,1.68
28-Sep-01,13.16,2.06,1.64
1-Oct-01,13.1,2.05,1.65
3-Oct-01,12.95,2.03,1.67
4-Oct-01,13.13,2.05,1.64
5-Oct-01,13.17,2.06,1.64
8-Oct-01,12.98,2.03,1.67
9-Oct-01,13.14,2.06,1.65
10-Oct-01,13.54,2.12,1.6
11-Oct-01,13.75,2.15,1.58
12-Oct-01,13.83,2.16,1.57
15-Oct-01,13.87,2.17,1.57
16-Oct-01,13.98,2.19,1.55
17-Oct-01,14.2,2.22,1.53
18-Oct-01,13.99,2.19,1.55
19-Oct-01,14.16,2.2,1.54
22-Oct-01,14.15,2.2,1.56
23-Oct-01,14.4,2.24,1.54
24-Oct-01,14.38,2.23,1.54
25-Oct-01,14.26,2.22,1.59
29-Oct-01,14.18,2.2,1.59
30-Oct-01,13.99,2.17,1.62
31-Oct-01,13.79,2.19,1.61
1-Nov-01,14.11,2.24,1.57
2-Nov-01,14.16,2.25,1.56
5-Nov-01,14.06,2.24,1.57
6-Nov-01,14.22,2.26,1.56
7-Nov-01,14.01,2.25,1.56
8-Nov-01,14.16,2.27,1.55
9-Nov-01,14.55,2.28,1.56
12-Nov-01,14.65,2.27,1.56
13-Nov-01,14.57,2.29,1.55
14-Nov-01,14.72,2.34,1.52
15-Nov-01,15.01,2.41,1.47
19-Nov-01,15.48,2.37,1.5
20-Nov-01,15.22,2.38,1.49
21-Nov-01,15.31,2.4,1.48
22-Nov-01,15.4,2.39,1.48
23-Nov-01,15.35,2.44,1.45
26-Nov-01,15.66,2.43,1.46
27-Nov-01,15.59,2.42,1.46
