Date,P/E,P/B,Div Yield
01-Jan-24,23.18,3.83,1.28
02-Jan-24,23.1,3.81,1.28
03-Jan-24,22.94,3.79,1.29
04-Jan-24,23.09,3.81,1.28
05-Jan-24,23.15,3.82,1.28
08-Jan-24,22.94,3.79,1.29
09-Jan-24,22.97,3.79,1.29
10-Jan-24,23.05,3.81,1.29
11-Jan-24,23.08,3.81,1.29
12-Jan-24,23.34,3.85,1.27
15-Jan-24,23.59,3.89,1.26
16-Jan-24,23.52,3.88,1.18
17-Jan-24,23.03,3.8,1.21
18-Jan-24,22.64,3.78,1.21
19-Jan-24,22.79,3.81,1.24
20-Jan-24,22.73,3.8,1.24
23-Jan-24,22.31,3.74,1.26
24-Jan-24,22.39,3.78,1.25
25-Jan-24,22.27,3.76,1.25
29-Jan-24,22.58,3.83,1.23
30-Jan-24,22.31,3.79,1.24
31-Jan-24,22.46,3.83,1.23
01-Feb-24,22.38,3.82,1.23
02-Feb-24,22.51,3.85,1.22
05-Feb-24,22.39,3.83,1.21
06-Feb-24,22.66,3.86,1.21
07-Feb-24,22.66,3.86,1.21
08-Feb-24,22.45,3.82,1.24
09-Feb-24,22.51,3.84,1.24
12-Feb-24,22.38,3.81,1.25
13-Feb-24,22.5,3.83,1.25
14-Feb-24,22.59,3.85,1.24
15-Feb-24,22.62,3.86,1.21
16-Feb-24,22.76,3.88,1.22
19-Feb-24,22.84,3.9,1.2
20-Feb-24,22.92,3.91,1.21
21-Feb-24,22.77,3.88,1.23
22-Feb-24,22.94,3.91,1.22
23-Feb-24,22.93,3.91,1.22
26-Feb-24,22.84,3.9,1.21
27-Feb-24,22.92,3.91,1.21
28-Feb-24,22.66,3.87,1.22
29-Feb-24,22.7,3.87,1.22
01-Mar-24,23.06,3.93,1.2
02-Mar-24,23.1,3.94,1.2
04-Mar-24,23.13,3.95,1.2
05-Mar-24,23.08,3.94,1.2
06-Mar-24,23.2,3.96,1.19
07-Mar-24,23.22,3.96,1.19
11-Mar-24,23.06,3.93,1.2
12-Mar-24,23.06,3.93,1.2
13-Mar-24,22.71,3.87,1.22
14-Mar-24,22.86,3.9,1.21
15-Mar-24,22.74,3.88,1.22
18-Mar-24,22.77,3.88,1.22
19-Mar-24,22.52,3.84,1.23
20-Mar-24,22.55,3.85,1.23
21-Mar-24,22.73,3.88,1.22
22-Mar-24,22.81,3.89,1.21
26-Mar-24,22.72,3.87,1.22
27-Mar-24,22.84,3.9,1.21
28-Mar-24,22.88,3.94,1.2
01-Apr-24,23.02,3.96,1.2
02-Apr-24,23.01,3.96,1.2
03-Apr-24,22.99,3.96,1.2
04-Apr-24,23.07,3.97,1.19
05-Apr-24,23.07,3.97,1.19
08-Apr-24,23.23,4,1.18
09-Apr-24,23.2,3.99,1.19
10-Apr-24,23.32,4.01,1.18
12-Apr-24,23.08,3.95,1.19
15-Apr-24,22.82,3.91,1.2
16-Apr-24,22.68,3.88,1.2
18-Apr-24,22.53,3.86,1.21
19-Apr-24,22.68,3.88,1.2
22-Apr-24,22.78,3.92,1.19
23-Apr-24,22.54,3.92,1.19
24-Apr-24,22.58,3.93,1.19
25-Apr-24,22.75,3.96,1.18
26-Apr-24,22,3.93,1.19
29-Apr-24,22.2,3.97,1.15
30-Apr-24,22,3.96,1.16
02-May-24,22.03,3.97,1.15
03-May-24,21.87,3.94,1.16
06-May-24,21.77,3.94,1.16
07-May-24,21.61,3.91,1.19
08-May-24,21.61,3.91,1.19
09-May-24,21.26,3.85,1.21
10-May-24,21.33,3.87,1.36
13-May-24,21.35,3.88,1.35
14-May-24,21.19,3.9,1.35
15-May-24,21.17,3.89,1.35
16-May-24,21.41,3.93,1.26
17-May-24,21.47,3.94,1.25
18-May-24,21.5,3.95,1.25
21-May-24,21.52,3.95,1.24
22-May-24,21.55,3.96,1.29
23-May-24,21.9,4.03,1.27
24-May-24,21.88,4.03,1.28
27-May-24,21.85,4.02,1.28
28-May-24,21.74,4.01,1.28
29-May-24,21.57,3.98,1.29
30-May-24,21.36,3.94,1.22
31-May-24,21.4,3.95,1.28
03-Jun-24,22.13,4.08,1.17
04-Jun-24,20.81,3.84,1.31
05-Jun-24,21.51,3.97,1.26
06-Jun-24,21.71,4,1.25
07-Jun-24,22.15,4.08,1.23
10-Jun-24,22.12,4.08,1.22
11-Jun-24,22.13,4.08,1.24
12-Jun-24,22.18,4.09,1.24
13-Jun-24,22.25,4.06,1.24
14-Jun-24,22.32,4.07,1.27
18-Jun-24,22.4,4.08,1.23
19-Jun-24,22.36,4.08,1.22
20-Jun-24,22.41,4.05,1.25
21-Jun-24,22.34,4.04,1.29
24-Jun-24,22.38,4.05,1.26
25-Jun-24,22.55,4.08,1.25
26-Jun-24,22.69,4.1,1.24
27-Jun-24,22.86,4.13,1.24
28-Jun-24,22.85,4.14,1.25
01-Jul-24,22.97,4.16,1.22
02-Jul-24,22.96,4.16,1.23
03-Jul-24,23.11,4.18,1.22
04-Jul-24,23.13,4.19,1.22
