Date,P/E,P/B,Div Yield
05-Jul-24,23.15,4.19,1.23
08-Jul-24,23.14,4.19,1.23
09-Jul-24,23.25,4.21,1.23
10-Jul-24,23.15,4.19,1.23
11-Jul-24,23.14,4.19,1.23
12-Jul-24,23.32,4.22,1.23
15-Jul-24,23.38,4.16,1.2
16-Jul-24,23.39,4.17,1.21
18-Jul-24,23.57,4.19,1.2
19-Jul-24,23.31,4.16,1.24
22-Jul-24,23.28,4.15,1.2
23-Jul-24,23.11,4.12,1.22
24-Jul-24,23.05,4.11,1.22
25-Jul-24,23.03,4.11,1.22
26-Jul-24,23.4,4.19,1.2
29-Jul-24,23.4,4.19,1.18
30-Jul-24,23.31,4.19,1.19
31-Jul-24,23.4,4.21,1.19
01-Aug-24,23.45,4.22,1.19
02-Aug-24,23.09,4.17,1.19
05-Aug-24,22.38,4.05,1.22
06-Aug-24,22.3,4.04,1.23
07-Aug-24,22.61,4.09,1.25
08-Aug-24,22.44,4.06,1.25
09-Aug-24,22.67,4.11,1.21
12-Aug-24,22.65,4.1,1.24
13-Aug-24,22.46,4.07,1.25
14-Aug-24,22.47,4.07,1.24
16-Aug-24,22.8,4.14,1.24
19-Aug-24,22.83,4.14,1.26
20-Aug-24,22.95,4.16,1.26
21-Aug-24,23.01,4.17,1.22
22-Aug-24,23.05,4.18,1.22
23-Aug-24,23.06,4.18,1.23
26-Aug-24,23.24,4.21,1.22
27-Aug-24,23.24,4.22,1.22
28-Aug-24,23.28,4.22,1.22
29-Aug-24,23.37,4.24,1.21
30-Aug-24,23.47,4.26,1.21
02-Sep-24,23.51,4.27,1.21
03-Sep-24,23.51,4.27,1.21
04-Sep-24,23.43,4.26,1.21
05-Sep-24,23.38,4.25,1.21
06-Sep-24,23.11,4.2,1.23
09-Sep-24,23.19,4.21,1.22
10-Sep-24,23.29,4.15,1.22
11-Sep-24,23.17,4.11,1.22
12-Sep-24,23.61,4.18,1.2
13-Sep-24,23.58,4.07,1.2
16-Sep-24,23.61,4.07,1.2
17-Sep-24,23.64,4.05,1.2
18-Sep-24,23.6,4.04,1.2
19-Sep-24,23.64,4.04,1.2
20-Sep-24,23.98,4.08,1.18
23-Sep-24,24.12,3.83,1.17
24-Sep-24,24.12,3.83,1.17
25-Sep-24,24.18,3.84,1.17
26-Sep-24,24.38,3.87,1.16
27-Sep-24,24.34,3.87,1.16
30-Sep-24,24.26,3.87,1.16
01-Oct-24,24.25,3.86,1.16
03-Oct-24,23.74,3.78,1.19
04-Oct-24,23.52,3.75,1.2
07-Oct-24,23.31,3.71,1.21
08-Oct-24,23.51,3.75,1.2
09-Oct-24,23.48,3.74,1.2
10-Oct-24,23.5,3.74,1.2
11-Oct-24,23.47,3.74,1.2
14-Oct-24,23.62,3.76,1.2
15-Oct-24,23.55,3.75,1.2
16-Oct-24,23.47,3.74,1.2
17-Oct-24,23.26,3.71,1.21
18-Oct-24,23.38,3.72,1.22
21-Oct-24,23.23,3.71,1.2
22-Oct-24,22.83,3.67,1.23
23-Oct-24,22.81,3.66,1.23
24-Oct-24,22.76,3.65,1.23
25-Oct-24,22.56,3.62,1.18
28-Oct-24,22.74,3.65,1.18
29-Oct-24,23.02,3.67,1.24
30-Oct-24,22.9,3.65,1.25
31-Oct-24,22.58,3.63,1.27
01-Nov-24,22.68,3.64,1.26
04-Nov-24,22.36,3.59,1.24
05-Nov-24,22.55,3.63,1.27
06-Nov-24,22.8,3.67,1.27
07-Nov-24,22.55,3.62,1.29
08-Nov-24,22.27,3.62,1.29
11-Nov-24,22.23,3.62,1.29
12-Nov-24,21.93,3.58,1.31
13-Nov-24,21.68,3.53,1.33
14-Nov-24,21.65,3.52,1.35
18-Nov-24,21.57,3.51,1.33
19-Nov-24,21.65,3.52,1.36
21-Nov-24,21.49,3.5,1.31
22-Nov-24,22.01,3.58,1.28
25-Nov-24,22.29,3.63,1.26
26-Nov-24,22.27,3.62,1.26
27-Nov-24,22.34,3.63,1.26
28-Nov-24,22.01,3.56,1.28
29-Nov-24,22.21,3.6,1.27
02-Dec-24,22.35,3.62,1.26
03-Dec-24,22.51,3.64,1.25
04-Dec-24,22.52,3.65,1.25
05-Dec-24,22.74,3.68,1.24
06-Dec-24,22.72,3.68,1.24
09-Dec-24,22.66,3.67,1.24
10-Dec-24,22.65,3.67,1.24
11-Dec-24,22.68,3.67,1.24
12-Dec-24,22.6,3.66,1.23
13-Dec-24,22.8,3.69,1.22
16-Dec-24,22.71,3.68,1.22
17-Dec-24,22.4,3.63,1.24
18-Dec-24,22.27,3.61,1.25
19-Dec-24,22.05,3.57,1.26
20-Dec-24,21.71,3.52,1.28
23-Dec-24,21.86,3.54,1.27
24-Dec-24,21.84,3.54,1.27
26-Dec-24,21.86,3.54,1.27
27-Dec-24,21.92,3.55,1.27
30-Dec-24,21.76,3.52,1.28
31-Dec-24,21.79,3.53,1.27
