Date,P/E,P/B,Div Yield
1-Jan-15,21.16,3.49,1.27
2-Jan-15,21.45,3.54,1.26
5-Jan-15,21.4,3.53,1.26
6-Jan-15,20.76,3.42,1.3
7-Jan-15,20.7,3.41,1.3
8-Jan-15,21.04,3.47,1.28
9-Jan-15,21.16,3.49,1.27
12-Jan-15,21.27,3.51,1.27
13-Jan-15,21.21,3.5,1.27
14-Jan-15,21.14,3.49,1.27
15-Jan-15,21.7,3.58,1.24
16-Jan-15,21.75,3.59,1.24
19-Jan-15,21.8,3.6,1.23
20-Jan-15,22.16,3.67,1.21
21-Jan-15,22.21,3.68,1.21
22-Jan-15,22.25,3.69,1.2
23-Jan-15,22.48,3.73,1.19
27-Jan-15,22.67,3.76,1.18
28-Jan-15,22.67,3.76,1.18
29-Jan-15,22.84,3.77,1.18
30-Jan-15,22.48,3.71,1.2
2-Feb-15,22.51,3.71,1.2
3-Feb-15,22.42,3.69,1.21
4-Feb-15,22.53,3.68,1.21
5-Feb-15,22.57,3.67,1.21
6-Feb-15,22.44,3.65,1.22
9-Feb-15,22.59,3.59,1.24
10-Feb-15,22.69,3.61,1.23
11-Feb-15,22.85,3.64,1.22
12-Feb-15,23.07,3.67,1.21
13-Feb-15,23.31,3.71,1.2
16-Feb-15,23.22,3.74,1.25
18-Feb-15,23.28,3.77,1.24
19-Feb-15,23.76,3.78,1.24
20-Feb-15,23.62,3.75,1.25
23-Feb-15,23.41,3.72,1.26
24-Feb-15,23.43,3.72,1.26
25-Feb-15,23.44,3.72,1.26
26-Feb-15,23.22,3.69,1.27
27-Feb-15,23.65,3.76,1.24
28-Feb-15,23.8,3.78,1.24
2-Mar-15,23.95,3.8,1.23
3-Mar-15,24.06,3.82,1.22
4-Mar-15,23.86,3.79,1.23
5-Mar-15,23.9,3.8,1.23
9-Mar-15,23.48,3.73,1.25
10-Mar-15,23.36,3.71,1.26
11-Mar-15,23.32,3.7,1.26
12-Mar-15,23.53,3.74,1.25
13-Mar-15,23.18,3.68,1.27
