Date,P/E,P/B,Div Yield
08-Apr-22,23.34,4.54,1.11
11-Apr-22,23.2,4.52,1.12
12-Apr-22,23.01,4.48,1.13
13-Apr-22,22.92,4.46,1.13
18-Apr-22,22.53,4.39,1.15
19-Apr-22,22.1,4.33,1.16
20-Apr-22,22.33,4.38,1.15
21-Apr-22,22.67,4.44,1.14
22-Apr-22,22.38,4.39,1.15
25-Apr-22,22.03,4.33,1.17
26-Apr-22,22.17,4.39,1.15
27-Apr-22,21.96,4.35,1.16
28-Apr-22,22.2,4.41,1.17
29-Apr-22,22.01,4.37,1.16
02-May-22,21.87,4.36,1.16
04-May-22,21.31,4.26,1.19
05-May-22,21.24,4.26,1.19
06-May-22,20.89,4.19,1.21
09-May-22,20.75,4.17,1.21
10-May-22,20.42,4.15,1.22
11-May-22,20.32,4.13,1.22
12-May-22,19.87,4.04,1.35
13-May-22,19.83,4.03,1.35
16-May-22,19.72,4.05,1.35
17-May-22,20.12,4.15,1.31
18-May-22,20.09,4.15,1.31
19-May-22,19.51,4.04,1.35
20-May-22,20.05,4.16,1.31
23-May-22,20.01,4.14,1.32
24-May-22,19.87,4.12,1.32
25-May-22,19.74,4.09,1.38
26-May-22,19.88,4.13,1.44
27-May-22,20.27,4.18,1.43
30-May-22,20.65,4.26,1.4
31-May-22,20.44,4.24,1.43
01-Jun-22,20.45,4.22,1.44
02-Jun-22,20.58,4.25,1.43
03-Jun-22,20.52,4.24,1.41
06-Jun-22,20.5,4.24,1.41
07-Jun-22,20.31,4.2,1.43
08-Jun-22,20.24,4.18,1.43
09-Jun-22,20.39,4.21,1.43
10-Jun-22,20.05,4.14,1.38
13-Jun-22,19.52,4.03,1.38
14-Jun-22,19.47,4.02,1.36
15-Jun-22,19.42,4.01,1.45
16-Jun-22,19.01,3.93,1.48
17-Jun-22,18.92,3.91,1.46
20-Jun-22,18.99,3.92,1.46
21-Jun-22,19.35,4,1.44
22-Jun-22,19.07,3.94,1.46
23-Jun-22,19.25,3.98,1.44
24-Jun-22,19.43,4.01,1.43
27-Jun-22,19.59,4.05,1.41
28-Jun-22,19.61,4.05,1.41
29-Jun-22,19.55,4.04,1.38
30-Jun-22,19.5,4.03,1.41
01-Jul-22,19.46,4.02,1.41
04-Jul-22,19.57,4.04,1.43
05-Jul-22,19.54,4.04,1.42
06-Jul-22,19.76,4.08,1.41
07-Jul-22,19.93,4.12,1.4
08-Jul-22,20.04,4,1.37
11-Jul-22,20.03,3.91,1.37
12-Jul-22,19.83,3.87,1.38
13-Jul-22,19.72,3.85,1.39
14-Jul-22,19.69,3.84,1.42
15-Jul-22,19.82,3.87,1.38
18-Jul-22,20.11,3.92,1.36
19-Jul-22,20.18,3.94,1.37
20-Jul-22,20.33,3.98,1.36
21-Jul-22,20.43,4,1.41
22-Jul-22,20.55,4.03,1.4
25-Jul-22,20.44,4.01,1.38
26-Jul-22,20.17,3.96,1.39
27-Jul-22,20.19,4,1.38
28-Jul-22,20.49,4.07,1.33
29-Jul-22,20.73,4.12,1.29
01-Aug-22,20.9,4.17,1.29
02-Aug-22,20.86,4.17,1.29
03-Aug-22,20.85,4.18,1.3
04-Aug-22,20.85,4.18,1.3
05-Aug-22,20.86,4.18,1.29
08-Aug-22,21.02,4.21,1.33
10-Aug-22,21.11,4.21,1.34
11-Aug-22,21.29,4.18,1.36
12-Aug-22,21.18,4.15,1.35
16-Aug-22,21.34,4.18,1.34
17-Aug-22,21.42,4.2,1.33
18-Aug-22,21.44,4.2,1.38
19-Aug-22,21.2,4.15,1.41
22-Aug-22,20.88,4.09,1.44
23-Aug-22,20.98,4.11,1.43
24-Aug-22,21.02,4.11,1.42
25-Aug-22,20.92,4.09,1.43
26-Aug-22,20.96,4.1,1.43
29-Aug-22,20.67,4.05,1.45
30-Aug-22,21.2,4.12,1.41
01-Sep-22,20.94,4.07,1.43
02-Sep-22,20.94,4.07,1.42
05-Sep-22,21.09,4.1,1.41
06-Sep-22,21.08,4.1,1.41
07-Sep-22,21.04,4.09,1.41
08-Sep-22,21.25,4.13,1.36
09-Sep-22,21.29,4.14,1.35
12-Sep-22,21.41,4.16,1.35
13-Sep-22,21.57,4.19,1.34
14-Sep-22,21.49,4.18,1.34
15-Sep-22,21.34,4.15,1.35
16-Sep-22,20.93,4.07,1.31
19-Sep-22,21.04,4.09,1.3
20-Sep-22,21.27,4.13,1.28
21-Sep-22,21.15,4.11,1.29
22-Sep-22,21.05,4.09,1.3
23-Sep-22,20.69,4.02,1.32
26-Sep-22,20.31,3.95,1.35
27-Sep-22,20.3,3.95,1.35
28-Sep-22,20.13,3.91,1.36
29-Sep-22,20.08,3.9,1.36
30-Sep-22,20.64,4.02,1.32
03-Oct-22,20.39,3.97,1.34
04-Oct-22,20.86,4.06,1.31
06-Oct-22,20.93,4.07,1.31
07-Oct-22,20.9,4.07,1.31
10-Oct-22,20.82,4.05,1.31
11-Oct-22,20.51,3.99,1.33
12-Oct-22,20.67,4.02,1.32
13-Oct-22,20.53,4,1.33
14-Oct-22,20.74,4.04,1.31
17-Oct-22,20.86,4.07,1.31
18-Oct-22,20.99,4.11,1.3
19-Oct-22,21.02,4.12,1.31
20-Oct-22,21.06,4.13,1.3
21-Oct-22,21.07,4.13,1.29
24-Oct-22,21.26,4.17,1.28
25-Oct-22,21,4.15,1.28
27-Oct-22,21.1,4.17,1.26
28-Oct-22,21.15,4.18,1.26
31-Oct-22,21.42,4.23,1.25
01-Nov-22,21.98,4.26,1.26
02-Nov-22,21.82,4.25,1.25
03-Nov-22,21.79,4.24,1.25
04-Nov-22,21.77,4.26,1.25
07-Nov-22,21.71,4.28,1.24
09-Nov-22,21.66,4.27,1.26
10-Nov-22,21.53,4.24,1.27
11-Nov-22,21.92,4.31,1.24
14-Nov-22,21.79,4.31,1.26
15-Nov-22,21.89,4.32,1.3
16-Nov-22,21.91,4.32,1.3
17-Nov-22,21.83,4.31,1.3
18-Nov-22,21.79,4.3,1.3
21-Nov-22,21.82,4.26,1.35
22-Nov-22,21.93,4.28,1.32
23-Nov-22,21.95,4.29,1.31
24-Nov-22,22.21,4.34,1.3
25-Nov-22,22.25,4.35,1.3
28-Nov-22,22.31,4.36,1.29
29-Nov-22,22.37,4.37,1.29
30-Nov-22,22.54,4.4,1.28
01-Dec-22,22.61,4.42,1.28
02-Dec-22,22.47,4.39,1.28
05-Dec-22,22.47,4.39,1.28
06-Dec-22,22.4,4.38,1.26
07-Dec-22,22.31,4.36,1.27
08-Dec-22,22.36,4.37,1.27
09-Dec-22,22.23,4.34,1.27
12-Dec-22,22.23,4.34,1.27
13-Dec-22,22.36,4.37,1.27
14-Dec-22,22.43,4.38,1.26
15-Dec-22,22.13,4.32,1.28
16-Dec-22,21.96,4.29,1.29
19-Dec-22,22.14,4.32,1.28
20-Dec-22,22.1,4.32,1.28
21-Dec-22,21.87,4.27,1.29
22-Dec-22,21.79,4.26,1.27
23-Dec-22,21.4,4.18,1.29
26-Dec-22,21.65,4.23,1.28
27-Dec-22,21.79,4.26,1.27
28-Dec-22,21.78,4.25,1.27
29-Dec-22,21.86,4.27,1.27
30-Dec-22,21.79,4.25,1.27
