Date,P/E,P/B,Div Yield
1-Jan-04,21.09,4.12,1.44
2-Jan-04,21.46,4.19,1.42
5-Jan-04,21.56,4.21,1.41
6-Jan-04,21.25,4.15,1.43
7-Jan-04,21.14,4.12,1.44
8-Jan-04,21.71,4.24,1.4
9-Jan-04,21.75,4.24,1.4
12-Jan-04,21.46,4.19,1.42
13-Jan-04,21.66,4.23,1.4
14-Jan-04,21.86,4.27,1.39
15-Jan-04,21.44,4.18,1.42
16-Jan-04,20.96,4.09,1.45
19-Jan-04,21.35,4.17,1.42
20-Jan-04,20.88,4.07,1.46
21-Jan-04,20.13,3.93,1.51
22-Jan-04,19.53,3.81,1.56
23-Jan-04,20.38,3.98,1.49
27-Jan-04,21.01,4.1,1.45
28-Jan-04,20.55,4.01,1.48
29-Jan-04,20.34,3.97,1.49
30-Jan-04,19.96,3.9,1.52
3-Feb-04,19.55,3.81,1.55
4-Feb-04,20.14,3.93,1.51
5-Feb-04,19.94,3.89,1.52
6-Feb-04,20.27,3.95,1.5
9-Feb-04,20.78,4.06,1.46
10-Feb-04,20.79,4.06,1.46
11-Feb-04,20.71,4.08,1.45
12-Feb-04,20.64,4.07,1.46
13-Feb-04,20.95,4.13,1.44
16-Feb-04,20.98,4.13,1.43
17-Feb-04,21.05,4.15,1.43
18-Feb-04,21.01,4.14,1.43
19-Feb-04,20.38,4.01,1.48
20-Feb-04,20.31,4,1.48
23-Feb-04,19.83,3.91,1.52
24-Feb-04,19.97,3.93,1.51
25-Feb-04,19.6,3.86,1.54
26-Feb-04,19.37,3.81,1.55
27-Feb-04,19.74,3.89,1.52
1-Mar-04,21.57,4.26,1.39
3-Mar-04,21.72,3.67,1.38
4-Mar-04,21.53,3.64,1.39
5-Mar-04,21.81,3.68,1.37
8-Mar-04,22.01,3.72,1.36
9-Mar-04,21.79,3.68,1.38
10-Mar-04,21.54,3.64,1.39
11-Mar-04,21.08,3.56,1.42
12-Mar-04,21.16,3.58,1.42
15-Mar-04,20.59,3.48,1.46
16-Mar-04,20.43,3.45,1.79
17-Mar-04,20.44,3.45,1.79
18-Mar-04,20.05,3.39,1.82
19-Mar-04,20.15,3.4,1.82
22-Mar-04,19.68,3.32,1.86
23-Mar-04,19.81,3.35,1.85
24-Mar-04,19.76,3.34,1.85
25-Mar-04,19.91,3.36,1.84
26-Mar-04,20.41,3.45,1.79
29-Mar-04,20.58,3.48,1.78
30-Mar-04,20.44,3.45,1.79
31-Mar-04,20.7,3.5,1.77
1-Apr-04,21.27,3.59,1.72
2-Apr-04,21.53,3.64,1.7
5-Apr-04,21.71,3.67,1.69
6-Apr-04,21.64,3.66,1.69
7-Apr-04,21.61,3.65,1.69
8-Apr-04,21.67,3.66,1.69
12-Apr-04,19.04,3.61,1.95
13-Apr-04,19.46,3.69,1.9
15-Apr-04,19.29,3.65,1.92
16-Apr-04,19.36,3.67,1.91
17-Apr-04,19.35,3.67,1.91
19-Apr-04,19.1,3.62,1.94
20-Apr-04,19.11,3.62,1.94
21-Apr-04,19.41,3.68,1.91
22-Apr-04,19.58,3.71,1.89
23-Apr-04,19.68,3.73,1.88
27-Apr-04,18.9,3.58,1.96
28-Apr-04,18.89,3.58,1.96
29-Apr-04,18.82,3.56,1.97
30-Apr-04,18.68,3.54,1.98
3-May-04,16.62,3.48,2.02
4-May-04,16.87,3.53,1.96
5-May-04,16.86,3.57,1.94
6-May-04,17.04,3.61,2
7-May-04,16.77,3.56,2.03
10-May-04,16.38,3.49,2.07
11-May-04,15.74,3.35,2.16
12-May-04,15.86,3.37,2.14
13-May-04,15.91,3.39,2.14
14-May-04,14.66,3.12,2.32
17-May-04,12.87,2.74,2.64
18-May-04,13.94,2.97,2.44
19-May-04,14.41,3.09,2.34
20-May-04,13.99,3.04,2.38
21-May-04,14.14,3.08,2.35
24-May-04,13.9,3.15,2.3
25-May-04,13.88,3.14,2.3
26-May-04,13.75,3.13,2.41
27-May-04,13.65,3.1,2.42
28-May-04,12.98,2.95,2.55
31-May-04,11.94,2.84,2.59
1-Jun-04,12.14,2.89,2.55
2-Jun-04,12.36,2.94,2.51
3-Jun-04,12.04,2.87,2.57
4-Jun-04,12.25,2.92,2.53
7-Jun-04,12.42,2.96,2.49
8-Jun-04,12.48,2.97,2.48
9-Jun-04,12.47,2.97,2.48
10-Jun-04,12.44,2.96,2.49
11-Jun-04,12.14,2.89,2.55
14-Jun-04,11.84,2.84,2.62
15-Jun-04,12,2.88,2.58
16-Jun-04,12.01,2.87,2.59
17-Jun-04,12.15,2.9,2.56
18-Jun-04,11.98,2.86,2.6
21-Jun-04,11.91,2.84,2.62
22-Jun-04,11.85,2.83,2.63
23-Jun-04,11.62,2.77,2.68
24-Jun-04,11.82,2.82,2.64
25-Jun-04,11.96,2.85,2.6
28-Jun-04,12.71,2.84,2.57
29-Jun-04,12.74,2.85,2.57
30-Jun-04,12.64,2.83,2.59
1-Jul-04,12.9,2.89,2.54
2-Jul-04,12.9,2.89,2.54
5-Jul-04,12.72,2.87,2.57
6-Jul-04,12.98,2.93,2.52
7-Jul-04,13.05,2.94,2.5
8-Jul-04,12.64,2.85,2.58
9-Jul-04,12.94,2.92,2.53
12-Jul-04,12.97,2.83,2.53
13-Jul-04,12.82,2.8,2.56
14-Jul-04,12.68,2.77,2.59
15-Jul-04,12.82,2.8,2.56
16-Jul-04,12.98,2.83,2.53
19-Jul-04,13.09,2.86,2.53
20-Jul-04,13.05,2.85,2.54
21-Jul-04,13.17,2.88,2.52
22-Jul-04,13.31,2.91,2.49
23-Jul-04,13.34,2.91,2.49
26-Jul-04,13.51,2.95,2.47
27-Jul-04,13.37,2.92,2.5
28-Jul-04,13.31,2.91,2.51
29-Jul-04,13.52,2.93,2.47
30-Jul-04,13.63,2.95,2.45
2-Aug-04,13.69,2.96,2.41
3-Aug-04,13.62,2.95,2.43
4-Aug-04,13.58,2.94,2.43
5-Aug-04,13.82,2.99,2.39
6-Aug-04,13.64,2.95,2.42
9-Aug-04,13.72,2.97,2.41
10-Aug-04,13.8,2.99,2.4
11-Aug-04,13.55,2.93,2.44
12-Aug-04,13.43,2.91,2.46
13-Aug-04,13.36,2.89,2.47
16-Aug-04,13.36,2.89,2.46
17-Aug-04,13.41,2.9,2.45
18-Aug-04,13.22,2.86,2.48
19-Aug-04,13.45,2.91,2.44
20-Aug-04,13.29,2.87,2.47
23-Aug-04,13.19,2.85,2.49
24-Aug-04,13.3,2.88,2.47
25-Aug-04,13.34,2.88,2.47
26-Aug-04,13.46,2.91,2.44
27-Aug-04,13.45,2.91,2.45
30-Aug-04,13.61,2.94,2.41
31-Aug-04,13.64,2.95,2.4
1-Sep-04,13.67,2.96,2.4
2-Sep-04,13.62,2.94,2.41
3-Sep-04,13.66,2.95,2.4
6-Sep-04,13.74,2.97,2.34
7-Sep-04,13.79,2.98,2.33
8-Sep-04,13.84,2.99,2.32
9-Sep-04,13.78,2.98,2.33
10-Sep-04,13.95,3.02,2.3
13-Sep-04,14,3.03,2.29
14-Sep-04,14.09,3.05,2.28
15-Sep-04,14.07,3.04,2.28
16-Sep-04,14.25,3.08,2.25
17-Sep-04,14.49,3.13,2.21
20-Sep-04,14.45,3.13,2.22
21-Sep-04,14.63,3.16,2.19
22-Sep-04,14.66,3.17,2.19
23-Sep-04,14.42,3.12,2.22
24-Sep-04,14.39,3.11,2.23
27-Sep-04,14.35,3.1,2.22
28-Sep-04,14.21,3.07,2.24
29-Sep-04,14.44,3.12,2.21
30-Sep-04,14.59,3.16,2.18
1-Oct-04,14.84,3.21,2.15
4-Oct-04,15.09,3.11,2.11
5-Oct-04,15.15,3.13,2.1
6-Oct-04,15,3.1,2.12
7-Oct-04,15.17,3.13,2.1
8-Oct-04,15.21,3.14,2.09
9-Oct-04,15.19,3.14,2.1
11-Oct-04,15.11,3.12,2.11
12-Oct-04,14.93,3.08,2.13
14-Oct-04,15,3.1,2.12
15-Oct-04,15,3.1,2.12
18-Oct-04,14.93,3.08,2.13
19-Oct-04,15.11,3.12,2.11
20-Oct-04,14.96,3.09,2.13
21-Oct-04,14.87,3.07,2.14
25-Oct-04,14.69,3.03,2.17
26-Oct-04,14.89,3.07,2.14
27-Oct-04,14.91,3.08,2.14
28-Oct-04,15.04,3.1,2.12
29-Oct-04,14.93,3.08,2.14
1-Nov-04,15.03,3.1,2.13
2-Nov-04,15.16,3.13,2.11
3-Nov-04,15.36,3.17,2.09
4-Nov-04,15.34,3.17,2.09
5-Nov-04,15.48,3.2,2.07
8-Nov-04,15.57,3.21,2.02
9-Nov-04,15.54,3.21,2.02
10-Nov-04,15.68,3.24,2
11-Nov-04,15.64,3.23,2.01
12-Nov-04,15.66,3.23,2.01
16-Nov-04,15.71,3.24,2
17-Nov-04,15.79,3.26,1.99
18-Nov-04,15.82,3.26,1.99
19-Nov-04,15.65,3.23,2.01
22-Nov-04,15.66,3.23,2.01
23-Nov-04,15.84,3.27,1.98
24-Nov-04,15.93,3.29,1.97
25-Nov-04,15.91,3.28,1.97
29-Nov-04,16.23,3.35,1.93
30-Nov-04,16.39,3.38,1.92
1-Dec-04,16.42,3.39,1.91
2-Dec-04,16.73,3.45,1.88
3-Dec-04,16.71,3.45,1.88
6-Dec-04,16.68,3.44,1.88
7-Dec-04,16.68,3.44,1.88
8-Dec-04,16.56,3.42,1.9
9-Dec-04,16.66,3.44,1.88
10-Dec-04,16.54,3.41,1.92
13-Dec-04,16.68,3.44,1.91
14-Dec-04,16.86,3.47,1.89
15-Dec-04,17.04,3.51,1.87
16-Dec-04,17.08,3.52,1.87
17-Dec-04,16.91,3.48,1.89
20-Dec-04,14.92,3.51,1.87
21-Dec-04,15.05,3.54,1.85
22-Dec-04,14.98,3.53,1.86
23-Dec-04,15.06,3.55,1.85
24-Dec-04,15.19,3.58,1.84
27-Dec-04,15.19,3.58,1.84
28-Dec-04,15.25,3.59,1.84
29-Dec-04,15.24,3.59,1.84
30-Dec-04,15.17,3.57,1.85
31-Dec-04,15.32,3.61,1.83
