Date,P/E,P/B,Div Yield
4-Jan-10,23.31,3.67,0.94
5-Jan-10,23.57,3.71,0.93
6-Jan-10,23.59,3.72,0.93
7-Jan-10,23.51,3.7,0.93
8-Jan-10,23.43,3.69,0.94
11-Jan-10,23.45,3.7,0.94
12-Jan-10,23.28,3.67,0.94
13-Jan-10,23.38,3.68,0.94
14-Jan-10,23.5,3.7,0.93
15-Jan-10,23.46,3.69,0.94
18-Jan-10,23.57,3.71,0.93
19-Jan-10,23.35,3.68,0.94
20-Jan-10,23.06,3.67,0.94
21-Jan-10,22.5,3.58,0.97
22-Jan-10,22.24,3.54,0.98
25-Jan-10,21.7,3.52,0.98
27-Jan-10,21.03,3.41,1.01
28-Jan-10,21.09,3.42,1.01
29-Jan-10,21,3.43,1.01
1-Feb-10,21.07,3.45,1
2-Feb-10,20.77,3.4,1.02
3-Feb-10,21.21,3.47,1
4-Feb-10,20.84,3.41,1.02
5-Feb-10,20.18,3.32,1.05
6-Feb-10,20.35,3.35,1.04
8-Feb-10,20.36,3.35,1.04
9-Feb-10,20.5,3.37,1.03
10-Feb-10,20.35,3.35,1.04
11-Feb-10,20.65,3.4,1.02
15-Feb-10,20.54,3.38,1.03
16-Feb-10,20.77,3.42,1.02
17-Feb-10,21.02,3.46,1
18-Feb-10,20.91,3.44,1.01
19-Feb-10,20.72,3.41,1.02
22-Feb-10,20.77,3.42,1.02
23-Feb-10,20.83,3.43,1.01
24-Feb-10,20.78,3.42,1.02
25-Feb-10,20.79,3.42,1.02
26-Feb-10,20.92,3.46,1
2-Mar-10,21.33,3.53,0.98
3-Mar-10,21.63,3.58,0.97
4-Mar-10,21.59,3.57,0.97
5-Mar-10,21.63,3.58,0.97
8-Mar-10,21.8,3.61,0.96
9-Mar-10,21.7,3.59,0.97
10-Mar-10,21.77,3.6,0.96
11-Mar-10,21.84,3.61,0.96
12-Mar-10,21.86,3.62,0.96
15-Mar-10,21.82,3.61,0.96
16-Mar-10,22.12,3.66,0.95
17-Mar-10,22.26,3.68,0.94
18-Mar-10,22.32,3.69,0.94
19-Mar-10,22.39,3.71,0.94
22-Mar-10,22.15,3.66,0.95
