Date,P/E,P/B,Div Yield
1-Jan-02,15.29,2.39,1.47
2-Jan-02,15.37,2.42,1.46
3-Jan-02,15.54,2.47,1.42
4-Jan-02,15.89,2.48,1.41
7-Jan-02,15.94,2.5,1.4
8-Jan-02,16.09,2.49,1.41
9-Jan-02,15.98,2.48,1.42
10-Jan-02,15.91,2.46,1.44
11-Jan-02,15.78,2.5,1.41
14-Jan-02,16.08,2.47,1.43
15-Jan-02,15.61,2.46,1.43
16-Jan-02,15.56,2.82,1.23
17-Jan-02,17.57,2.78,1.25
18-Jan-02,17.32,2.83,1.25
21-Jan-02,17.29,2.83,1.25
22-Jan-02,17.31,2.83,1.25
23-Jan-02,17.26,2.81,1.26
24-Jan-02,17.19,2.79,1.26
25-Jan-02,17.06,2.76,1.27
28-Jan-02,16.93,2.76,1.27
29-Jan-02,16.93,2.75,1.27
30-Jan-02,16.87,2.77,1.26
31-Jan-02,16.99,2.79,1.26
1-Feb-02,17.42,2.79,1.26
4-Feb-02,17.34,2.78,1.26
5-Feb-02,17.3,2.77,1.27
6-Feb-02,17.92,2.87,1.35
7-Feb-02,17.88,2.86,1.35
8-Feb-02,18.09,2.9,1.33
11-Feb-02,18.22,2.92,1.33
12-Feb-02,18.19,2.91,1.33
13-Feb-02,18.28,2.93,1.32
14-Feb-02,18.52,2.96,1.3
15-Feb-02,18.68,2.99,1.29
18-Feb-02,18.88,3.02,1.28
19-Feb-02,18.66,2.99,1.29
20-Feb-02,18.44,2.95,1.31
21-Feb-02,18.5,2.96,1.3
22-Feb-02,18.72,3,1.29
25-Feb-02,18.76,3,1.3
26-Feb-02,19.14,3.07,1.27
27-Feb-02,19.14,3.07,1.27
28-Feb-02,18.38,2.94,1.33
1-Mar-02,18.96,3.04,1.29
4-Mar-02,18.97,3.03,1.29
5-Mar-02,18.99,3.03,1.28
6-Mar-02,18.79,3.02,1.29
7-Mar-02,19.11,3.07,1.27
8-Mar-02,19.03,3.06,1.27
11-Mar-02,18.71,3.01,1.3
12-Mar-02,18.43,2.96,1.32
13-Mar-02,18.54,2.98,1.31
14-Mar-02,18.58,2.99,1.31
15-Mar-02,18.74,3.01,1.29
18-Mar-02,18.73,3.01,1.29
19-Mar-02,18.46,2.97,1.31
20-Mar-02,18.51,2.98,1.31
21-Mar-02,18.33,2.95,1.32
22-Mar-02,18.24,2.93,1.33
26-Mar-02,17.99,2.89,1.35
27-Mar-02,18,2.89,1.35
28-Mar-02,18.1,2.91,1.34
1-Apr-02,18.25,2.93,1.33
2-Apr-02,18.22,2.93,1.33
3-Apr-02,18,2.89,1.35
4-Apr-02,18.36,2.95,1.33
5-Apr-02,18.3,2.94,1.21
8-Apr-02,17.91,2.9,1.38
9-Apr-02,17.78,2.88,1.39
10-Apr-02,18.01,2.91,1.37
11-Apr-02,18.09,2.93,1.36
12-Apr-02,18.14,2.93,1.36
15-Apr-02,17.94,2.9,1.37
16-Apr-02,17.7,2.86,1.39
17-Apr-02,17.8,2.88,1.38
18-Apr-02,18.49,2.94,1.38
19-Apr-02,18.02,2.86,1.42
22-Apr-02,18.02,2.87,1.41
23-Apr-02,18.05,2.88,1.41
24-Apr-02,18.16,2.86,1.4
25-Apr-02,17.85,2.82,1.42
26-Apr-02,17.9,2.83,1.41
29-Apr-02,17.69,2.8,1.44
30-Apr-02,17.86,2.83,1.42
2-May-02,18.08,2.93,1.41
3-May-02,18.04,2.8,1.38
6-May-02,18.1,2.81,1.38
7-May-02,18.26,2.84,1.39
8-May-02,18.38,2.86,1.38
9-May-02,18.54,2.88,1.37
10-May-02,18.36,2.85,1.36
13-May-02,18.16,2.86,1.36
14-May-02,17.99,2.84,1.36
15-May-02,17.87,2.82,1.37
16-May-02,17.63,2.78,1.39
17-May-02,17.49,2.81,1.39
20-May-02,17.23,2.76,1.41
21-May-02,16.82,2.7,1.47
22-May-02,16.6,2.73,1.47
23-May-02,16.31,2.68,1.5
24-May-02,16.95,2.79,1.32
27-May-02,16.88,2.78,1.33
28-May-02,16.49,2.71,1.41
29-May-02,16.54,2.72,1.44
30-May-02,16.72,2.81,1.48
31-May-02,16.19,3.07,1.39
3-Jun-02,16.39,3.11,1.39
4-Jun-02,16.48,3.13,1.38
5-Jun-02,16.78,3.19,1.36
6-Jun-02,16.42,3.21,1.36
7-Jun-02,16.18,3.16,1.38
10-Jun-02,16.51,3.23,1.35
11-Jun-02,16.93,3.31,1.35
12-Jun-02,16.87,3.3,1.39
13-Jun-02,16.72,3.27,1.4
14-Jun-02,16.74,3.3,1.31
17-Jun-02,16.8,3.32,1.31
18-Jun-02,16.58,3.28,1.33
19-Jun-02,16.4,3.24,1.35
