Date,P/E,P/B,Div Yield
2-Apr-09,15.2,2.66,1.74
6-Apr-09,15.42,2.69,1.72
8-Apr-09,15.82,2.77,1.67
9-Apr-09,15.82,2.77,1.67
13-Apr-09,16.01,2.8,1.65
15-Apr-09,16.45,2.88,1.61
16-Apr-09,15.9,2.79,1.66
17-Apr-09,15.97,2.8,1.65
20-Apr-09,15.94,2.79,1.66
21-Apr-09,15.86,2.78,1.65
22-Apr-09,15.69,2.75,1.67
23-Apr-09,16.12,2.82,1.63
24-Apr-09,16.43,2.87,1.6
27-Apr-09,16.53,2.87,1.6
28-Apr-09,16.02,2.78,1.65
29-Apr-09,16.53,2.87,1.6
4-May-09,17.37,3.02,1.52
5-May-09,17.4,3.02,1.52
6-May-09,17.23,2.99,1.53
7-May-09,17.51,3.04,1.51
8-May-09,17.21,2.99,1.54
11-May-09,16.78,2.93,1.56
12-May-09,17.38,3.04,1.51
13-May-09,17.17,3,1.53
14-May-09,16.97,2.97,1.55
15-May-09,17.34,3.03,1.51
18-May-09,20.41,3.57,1.29
19-May-09,20.39,3.57,1.29
20-May-09,20.18,3.53,1.3
21-May-09,19.85,3.48,1.32
22-May-09,19.87,3.5,1.31
25-May-09,19.85,3.5,1.31
26-May-09,19.29,3.36,1.34
27-May-09,20,3.49,1.29
28-May-09,20.32,3.54,1.27
29-May-09,20.82,3.63,1.24
1-Jun-09,20.62,3.69,1.21
2-Jun-09,20.6,3.69,1.22
3-Jun-09,20.62,3.69,1.21
4-Jun-09,20.87,3.73,1.2
5-Jun-09,20.93,3.74,1.2
8-Jun-09,20.21,3.61,1.24
9-Jun-09,20.77,3.71,1.21
10-Jun-09,21.24,3.8,1.18
11-Jun-09,21.16,3.78,1.19
12-Jun-09,20.91,3.72,1.19
15-Jun-09,20.47,3.64,1.22
16-Jun-09,20.63,3.67,1.21
17-Jun-09,19.5,3.56,1.26
18-Jun-09,19.03,3.47,1.29
19-Jun-09,19.31,3.52,1.27
22-Jun-09,18.96,3.46,1.3
23-Jun-09,19.01,3.47,1.29
24-Jun-09,19.22,3.51,1.28
25-Jun-09,19.07,3.46,1.3
26-Jun-09,20.08,3.63,1.14
29-Jun-09,20.25,3.64,1.13
30-Jun-09,19.97,3.56,1.16
1-Jul-09,20.2,3.6,1.15
2-Jul-09,20.23,3.61,1.15
3-Jul-09,20.58,3.67,1.13
6-Jul-09,19.38,3.37,1.22
7-Jul-09,19.55,3.4,1.21
8-Jul-09,18.98,3.3,1.25
9-Jul-09,18.99,3.3,1.25
10-Jul-09,18.58,3.24,1.27
13-Jul-09,18.42,3.22,1.28
14-Jul-09,19.02,3.33,1.23
15-Jul-09,19.58,3.4,1.21
16-Jul-09,19.21,3.4,1.21
17-Jul-09,19.87,3.52,1.17
20-Jul-09,20.44,3.62,1.14
21-Jul-09,20.29,3.59,1.15
22-Jul-09,19.89,3.54,1.17
23-Jul-09,20.27,3.64,1.13
24-Jul-09,20.6,3.67,1.12
27-Jul-09,20.59,3.68,1.12
28-Jul-09,20.3,3.67,1.12
29-Jul-09,20.08,3.63,1.14
30-Jul-09,20.31,3.68,1.12
31-Jul-09,20.68,3.73,1.11
3-Aug-09,21.09,3.79,1.09
4-Aug-09,20.99,3.77,1.09
5-Aug-09,21.05,3.78,1.09
6-Aug-09,20.56,3.69,1.12
7-Aug-09,20.1,3.61,1.14
10-Aug-09,19.9,3.57,1.15
11-Aug-09,20.06,3.6,1.15
12-Aug-09,19.99,3.59,1.15
13-Aug-09,20.66,3.71,1.11
14-Aug-09,20.54,3.58,1.12
17-Aug-09,19.68,3.43,1.17
18-Aug-09,20,3.49,1.15
19-Aug-09,19.71,3.44,1.16
20-Aug-09,19.98,3.48,1.15
21-Aug-09,20.31,3.54,1.13
24-Aug-09,20.82,3.63,1.1
25-Aug-09,20.88,3.64,1.1
26-Aug-09,20.97,3.66,1.09
27-Aug-09,21.01,3.67,1.09
28-Aug-09,21.26,3.71,1.08
31-Aug-09,20.94,3.66,1.09
1-Sep-09,20.78,3.63,1.1
2-Sep-09,20.7,3.61,1.11
3-Sep-09,20.63,3.6,1.11
4-Sep-09,21.02,3.67,1.09
7-Sep-09,21.49,3.75,1.07
8-Sep-09,21.59,3.77,1.06
9-Sep-09,21.63,3.78,1.06
10-Sep-09,21.66,3.78,1.06
11-Sep-09,21.7,3.79,1.06
14-Sep-09,21.66,3.78,1.06
15-Sep-09,22.03,3.85,1.04
16-Sep-09,22.33,3.9,1.03
17-Sep-09,22.36,3.9,1.02
18-Sep-09,22.41,3.91,1.02
22-Sep-09,22.61,3.95,1.01
23-Sep-09,22.38,3.68,1.02
24-Sep-09,22.46,3.69,1.02
25-Sep-09,22.33,3.67,1.02
29-Sep-09,22.55,3.7,1.01
30-Sep-09,22.9,3.76,1
1-Oct-09,22.89,3.76,1
5-Oct-09,22.53,3.7,1.01
6-Oct-09,22.67,3.72,1.01
7-Oct-09,22.48,3.69,1.02
8-Oct-09,22.58,3.71,1.01
9-Oct-09,22.31,3.67,1.02
12-Oct-09,22.8,3.75,1
14-Oct-09,22.97,3.79,0.99
15-Oct-09,22.93,3.79,0.99
16-Oct-09,23.08,3.81,0.98
17-Oct-09,23.08,3.81,0.98
20-Oct-09,22.94,3.79,0.99
21-Oct-09,22.71,3.75,1
22-Oct-09,22.44,3.73,1
23-Oct-09,22.19,3.74,1
26-Oct-09,21.96,3.72,1.01
27-Oct-09,21.42,3.63,1.03
28-Oct-09,21.33,3.61,1.04
29-Oct-09,21,3.56,1.05
30-Oct-09,20.45,3.53,1.06
3-Nov-09,19.81,3.42,1.1
4-Nov-09,20.45,3.53,1.06
5-Nov-09,20.68,3.57,1.05
6-Nov-09,21.05,3.59,1.04
9-Nov-09,21.5,3.67,1.02
10-Nov-09,21.43,3.65,1.02
11-Nov-09,22.24,3.78,0.98
12-Nov-09,22.02,3.5,1
13-Nov-09,22.22,3.54,0.99
16-Nov-09,22.48,3.58,0.98
17-Nov-09,22.5,3.58,0.98
18-Nov-09,22.47,3.58,0.98
19-Nov-09,22.18,3.53,0.99
20-Nov-09,22.46,3.58,0.98
23-Nov-09,22.69,3.61,0.97
24-Nov-09,22.63,3.6,0.97
25-Nov-09,22.71,3.61,0.97
26-Nov-09,22.25,3.54,0.99
27-Nov-09,21.97,3.5,1
30-Nov-09,22.37,3.56,0.98
1-Dec-09,22.77,3.62,0.97
2-Dec-09,22.77,3.63,0.97
3-Dec-09,22.81,3.63,0.96
4-Dec-09,22.71,3.62,0.97
7-Dec-09,22.52,3.59,0.98
8-Dec-09,22.92,3.65,0.96
9-Dec-09,22.76,3.62,0.97
10-Dec-09,22.86,3.64,0.96
11-Dec-09,22.79,3.63,0.96
14-Dec-09,22.74,3.62,0.97
15-Dec-09,22.41,3.57,0.98
16-Dec-09,22.45,3.57,0.98
17-Dec-09,22.45,3.57,0.98
18-Dec-09,22.21,3.5,0.99
21-Dec-09,22.05,3.48,0.99
22-Dec-09,22.2,3.5,0.99
23-Dec-09,22.91,3.61,0.96
24-Dec-09,23.07,3.64,0.95
29-Dec-09,23.11,3.64,0.95
30-Dec-09,23.03,3.63,0.95
31-Dec-09,23.17,3.65,0.95
