Date,P/E,P/B,Div Yield
1-Jan-19,26.28,3.4,1.24
2-Jan-19,26,3.36,1.25
3-Jan-19,25.71,3.32,1.26
4-Jan-19,25.84,3.34,1.26
7-Jan-19,25.95,3.36,1.25
8-Jan-19,26.02,3.36,1.25
9-Jan-19,26.15,3.38,1.24
10-Jan-19,26.07,3.37,1.25
11-Jan-19,26,3.36,1.25
14-Jan-19,25.8,3.34,1.26
15-Jan-19,26.16,3.39,1.24
16-Jan-19,26.17,3.39,1.24
17-Jan-19,26.21,3.4,1.24
18-Jan-19,26.19,3.4,1.24
21-Jan-19,26.29,3.41,1.23
22-Jan-19,26.54,3.4,1.24
23-Jan-19,26.32,3.37,1.25
24-Jan-19,26.31,3.38,1.24
25-Jan-19,26.14,3.36,1.25
28-Jan-19,25.85,3.32,1.27
29-Jan-19,25.84,3.32,1.27
30-Jan-19,25.84,3.32,1.27
31-Jan-19,26.26,3.37,1.25
1-Feb-19,26.4,3.39,1.24
4-Feb-19,27.02,3.4,1.24
5-Feb-19,27.07,3.41,1.23
6-Feb-19,27.39,3.45,1.22
7-Feb-19,27.41,3.45,1.22
8-Feb-19,27.1,3.41,1.23
11-Feb-19,26.96,3.39,1.24
12-Feb-19,26.84,3.37,1.25
13-Feb-19,26.6,3.36,1.25
14-Feb-19,26.58,3.35,1.26
15-Feb-19,26.53,3.34,1.26
18-Feb-19,26.32,3.31,1.27
19-Feb-19,26.23,3.3,1.27
20-Feb-19,26.5,3.34,1.26
21-Feb-19,26.31,3.36,1.25
22-Feb-19,26.32,3.41,1.25
25-Feb-19,26.53,3.43,1.24
26-Feb-19,26.43,3.42,1.25
27-Feb-19,26.36,3.41,1.25
28-Feb-19,26.32,3.41,1.25
1-Mar-19,26.49,3.43,1.24
5-Mar-19,26.93,3.47,1.23
6-Mar-19,27.09,3.49,1.22
7-Mar-19,27.11,3.49,1.22
8-Mar-19,27.05,3.48,1.22
11-Mar-19,27.38,3.52,1.21
12-Mar-19,27.7,3.57,1.19
13-Mar-19,27.8,3.58,1.19
14-Mar-19,27.81,3.58,1.19
15-Mar-19,28.01,3.61,1.18
18-Mar-19,28.1,3.62,1.18
19-Mar-19,28.27,3.64,1.17
20-Mar-19,28.24,3.64,1.17
22-Mar-19,28.08,3.62,1.18
25-Mar-19,27.83,3.58,1.19
26-Mar-19,28.15,3.62,1.18
27-Mar-19,28.05,3.61,1.18
28-Mar-19,28.36,3.65,1.17
29-Mar-19,29.01,3.71,1.13
1-Apr-19,29.13,3.72,1.13
2-Apr-19,29.24,3.74,1.12
3-Apr-19,29.06,3.72,1.13
4-Apr-19,28.95,3.7,1.14
5-Apr-19,29.12,3.72,1.13
8-Apr-19,28.96,3.7,1.14
9-Apr-19,29.13,3.72,1.13
10-Apr-19,28.91,3.7,1.14
11-Apr-19,28.94,3.7,1.14
12-Apr-19,29.06,3.72,1.13
15-Apr-19,29.18,3.73,1.13
16-Apr-19,29.42,3.76,1.12
18-Apr-19,29.33,3.75,1.12
22-Apr-19,28.94,3.7,1.14
23-Apr-19,28.94,3.7,1.14
24-Apr-19,29.27,3.75,1.12
25-Apr-19,29.06,3.72,1.13
26-Apr-19,29.34,3.76,1.12
30-Apr-19,29.33,3.76,1.12
2-May-19,29.27,3.75,1.12
3-May-19,29.24,3.74,1.12
6-May-19,28.95,3.71,1.13
7-May-19,28.73,3.68,1.14
8-May-19,28.38,3.63,1.16
9-May-19,28.24,3.61,1.16
10-May-19,28.14,3.61,1.17
13-May-19,27.8,3.56,1.18
14-May-19,27.98,3.59,1.17
15-May-19,27.82,3.57,1.18
16-May-19,28.07,3.6,1.17
17-May-19,28.44,3.65,1.15
20-May-19,29.48,3.78,1.11
21-May-19,29.18,3.74,1.12
22-May-19,29.22,3.75,1.12
23-May-19,29.02,3.73,1.13
24-May-19,29.44,3.79,1.11
27-May-19,29.68,3.81,1.22
28-May-19,29.69,3.81,1.22
29-May-19,29.44,3.79,1.23
30-May-19,29.65,3.82,1.22
31-May-19,29.49,3.81,1.22
3-Jun-19,29.9,3.86,1.2
4-Jun-19,29.73,3.84,1.21
6-Jun-19,29.29,3.79,1.23
7-Jun-19,29.36,3.79,1.23
10-Jun-19,29.49,3.81,1.22
11-Jun-19,29.59,3.82,1.22
12-Jun-19,29.45,3.81,1.22
13-Jun-19,29.46,3.81,1.22
14-Jun-19,29.24,3.77,1.23
17-Jun-19,28.87,3.73,1.25
18-Jun-19,28.91,3.73,1.25
19-Jun-19,28.91,3.73,1.25
20-Jun-19,29.26,3.78,1.23
21-Jun-19,28.99,3.74,1.24
24-Jun-19,28.93,3.74,1.25
25-Jun-19,29.17,3.77,1.24
26-Jun-19,29.09,3.78,1.23
27-Jun-19,29.07,3.78,1.23
28-Jun-19,28.98,3.71,1.24
1-Jul-19,29.17,3.73,1.23
2-Jul-19,29.28,3.75,1.23
3-Jul-19,29.3,3.75,1.23
