Date,P/E,P/B,Div Yield
1-Jan-08,27.64,6.4,0.84
2-Jan-08,27.8,6.43,0.83
3-Jan-08,27.8,6.43,0.83
4-Jan-08,28.23,6.53,0.82
7-Jan-08,28.25,6.54,0.82
8-Jan-08,28.29,6.55,0.82
9-Jan-08,28.22,6.53,0.82
10-Jan-08,27.7,6.41,0.83
11-Jan-08,27.86,6.46,0.83
14-Jan-08,27.89,6.47,0.83
15-Jan-08,27.3,6.33,0.85
16-Jan-08,26.67,6.18,0.87
17-Jan-08,25.47,6.16,0.87
18-Jan-08,24.49,5.94,0.9
21-Jan-08,22.33,5.43,0.99
22-Jan-08,20.96,5.1,1.05
23-Jan-08,22.26,5.42,0.99
24-Jan-08,21.52,5.24,1.02
25-Jan-08,22.88,5.61,0.95
28-Jan-08,22.6,5.52,0.97
29-Jan-08,22.55,5.53,0.97
30-Jan-08,22.02,5.41,0.99
31-Jan-08,21.97,5.38,0.99
1-Feb-08,22.68,5.57,0.96
4-Feb-08,23.31,5.72,0.94
5-Feb-08,23.4,5.74,0.93
6-Feb-08,22.71,5.58,0.96
7-Feb-08,21.9,5.38,1
8-Feb-08,21.85,5.36,1
11-Feb-08,20.72,5.09,1.05
12-Feb-08,20.64,5.07,1.06
13-Feb-08,21.03,5.16,1.04
14-Feb-08,22.19,5.45,0.98
15-Feb-08,22.62,5.56,0.96
18-Feb-08,22.51,5.53,0.97
19-Feb-08,22.52,5.53,0.97
20-Feb-08,21.98,5.4,0.99
21-Feb-08,22.14,5.44,0.98
22-Feb-08,21.79,5.35,1
25-Feb-08,22.17,5.45,0.98
26-Feb-08,22.47,5.52,0.97
27-Feb-08,22.46,5.52,0.97
28-Feb-08,22.53,5.54,0.97
29-Feb-08,22.27,5.47,0.98
3-Mar-08,21.12,5.19,1.03
4-Mar-08,20.74,5.1,1.05
5-Mar-08,20.98,5.16,1.04
7-Mar-08,20.35,5,1.07
10-Mar-08,20.47,5.03,1.06
11-Mar-08,20.75,5.1,1.05
12-Mar-08,20.78,5.11,1.05
13-Mar-08,19.72,4.81,1.13
14-Mar-08,20.68,5.1,1.06
17-Mar-08,19.62,4.84,1.12
18-Mar-08,19.75,4.87,1.11
19-Mar-08,19.93,4.91,1.1
24-Mar-08,20.09,4.95,1.09
25-Mar-08,21.25,5.24,1.03
26-Mar-08,21.05,5.19,1.04
27-Mar-08,21.05,5.19,1.04
28-Mar-08,21.54,5.31,1.02
31-Mar-08,20.63,5.09,1.06
1-Apr-08,20.66,5.09,1.06
2-Apr-08,20.72,5.11,1.06
3-Apr-08,20.8,5.13,1.05
4-Apr-08,20.25,4.99,1.08
7-Apr-08,20.75,5.12,1.05
8-Apr-08,20.53,5.06,1.07
9-Apr-08,20.69,5.1,1.06
10-Apr-08,20.63,5.09,1.06
11-Apr-08,20.82,5.13,1.05
15-Apr-08,21.26,5.24,1.03
16-Apr-08,21.29,5.25,1.03
17-Apr-08,21.6,5.33,1.01
21-Apr-08,21.92,5.41,1
22-Apr-08,21.8,5.43,0.99
23-Apr-08,21.69,5.4,1
24-Apr-08,21.57,5.37,1
25-Apr-08,21.96,5.49,0.98
28-Apr-08,21.85,5.47,0.99
29-Apr-08,22.31,5.58,0.97
30-Apr-08,22.17,5.55,0.97
2-May-08,22.42,5.62,0.96
5-May-08,22.2,5.58,0.97
6-May-08,22.02,5.53,0.97
7-May-08,21.98,5.52,0.98
8-May-08,21.75,5.47,0.99
9-May-08,21.32,5.36,1.01
12-May-08,21.45,5.39,1
13-May-08,21.21,5.33,1.01
14-May-08,21.44,5.39,1
15-May-08,21.84,5.5,0.98
16-May-08,21.94,5.55,0.97
20-May-08,21.72,5.49,0.98
21-May-08,21.77,5.5,0.98
22-May-08,21.38,5.4,1
23-May-08,21.03,5.32,1.01
26-May-08,20.73,5.01,1.09
27-May-08,20.67,5,1.09
28-May-08,20.92,5.06,1.08
29-May-08,20.59,4.97,1.1
