Date,P/E,P/B,Div Yield
30-May-08,20.74,5.01,1.09
2-Jun-08,20.17,4.87,1.12
3-Jun-08,20.07,4.85,1.12
4-Jun-08,19.52,4.71,1.15
5-Jun-08,19.91,4.81,1.13
6-Jun-08,19.7,4.76,1.14
9-Jun-08,19.16,4.63,1.18
10-Jun-08,18.94,4.4,1.22
11-Jun-08,19.25,4.48,1.2
12-Jun-08,19.32,4.49,1.2
13-Jun-08,19.23,4.47,1.2
16-Jun-08,19.46,4.53,1.19
17-Jun-08,19.89,4.6,1.17
18-Jun-08,19.6,4.53,1.19
19-Jun-08,19.26,4.46,1.21
20-Jun-08,18.59,4.3,1.25
23-Jun-08,18.25,4.22,1.27
24-Jun-08,17.91,4.15,1.3
25-Jun-08,18.18,4.21,1.28
26-Jun-08,18.45,4.27,1.26
27-Jun-08,17.67,4.09,1.31
30-Jun-08,17.28,4,1.35
1-Jul-08,16.66,3.86,1.4
2-Jul-08,17.5,4.05,1.33
3-Jul-08,16.79,3.89,1.39
4-Jul-08,17.22,3.8,1.37
7-Jul-08,17.28,3.82,1.37
8-Jul-08,17.11,3.78,1.38
9-Jul-08,17.83,3.94,1.32
10-Jul-08,17.85,3.94,1.32
11-Jul-08,17.34,3.83,1.36
14-Jul-08,17.3,3.82,1.36
15-Jul-08,16.53,3.66,1.42
16-Jul-08,16.33,3.61,1.44
17-Jul-08,16.87,3.74,1.39
18-Jul-08,17.49,3.87,1.34
21-Jul-08,17.72,3.94,1.32
22-Jul-08,18.06,4.01,1.3
23-Jul-08,19.06,4.12,1.24
24-Jul-08,18.79,4.08,1.25
25-Jul-08,18.19,3.97,1.28
28-Jul-08,18.2,3.99,1.28
29-Jul-08,17.49,3.85,1.32
30-Jul-08,18.08,3.97,1.28
31-Jul-08,18.22,3.99,1.28
1-Aug-08,18.56,4.06,1.25
4-Aug-08,18.54,4.04,1.26
5-Aug-08,18.99,4.14,1.23
6-Aug-08,19.05,4.16,1.23
7-Aug-08,19.08,4.16,1.22
8-Aug-08,19.1,4.17,1.22
11-Aug-08,19.49,4.25,1.2
12-Aug-08,19.2,4.19,1.22
13-Aug-08,19.1,4.17,1.22
14-Aug-08,18.69,4.08,1.25
18-Aug-08,18.53,4.04,1.26
19-Aug-08,18.43,4.02,1.27
20-Aug-08,18.63,4.06,1.25
21-Aug-08,18.07,3.94,1.29
22-Aug-08,18.25,3.8,1.3
25-Aug-08,18.29,3.8,1.3
26-Aug-08,18.3,3.8,1.3
27-Aug-08,18.1,3.77,1.31
28-Aug-08,17.81,3.7,1.33
29-Aug-08,18.43,3.83,1.29
1-Sep-08,18.38,3.82,1.29
2-Sep-08,19.03,3.96,1.24
4-Sep-08,18.8,3.91,1.26
5-Sep-08,18.39,3.83,1.29
8-Sep-08,18.94,3.94,1.25
9-Sep-08,18.9,3.93,1.25
10-Sep-08,18.88,3.94,1.26
11-Sep-08,18.41,3.84,1.29
12-Sep-08,18.14,3.79,1.31
15-Sep-08,17.5,3.65,1.36
16-Sep-08,17.51,3.66,1.35
17-Sep-08,17.22,3.6,1.38
18-Sep-08,17.35,3.36,1.41
19-Sep-08,18.24,3.53,1.34
22-Sep-08,18.15,3.52,1.35
23-Sep-08,17.73,3.44,1.38
24-Sep-08,17.88,3.46,1.37
25-Sep-08,17.66,3.42,1.38
26-Sep-08,17.12,3.32,1.43
29-Sep-08,16.54,3.21,1.48
30-Sep-08,16.85,3.26,1.45
1-Oct-08,16.98,3.29,1.44
3-Oct-08,16.41,3.18,1.49
6-Oct-08,15.48,3,1.58
7-Oct-08,15.5,3,1.58
8-Oct-08,15.1,2.93,1.62
10-Oct-08,14.07,2.73,1.73
13-Oct-08,14.97,2.91,1.63
14-Oct-08,15.09,2.93,1.62
15-Oct-08,14.31,2.78,1.7
16-Oct-08,14.01,2.72,1.74
17-Oct-08,13.15,2.56,1.85
20-Oct-08,13.47,2.62,1.81
21-Oct-08,13.92,2.72,1.74
22-Oct-08,13.18,2.57,1.84
23-Oct-08,12.66,2.47,1.92
24-Oct-08,10.99,2.17,2.18
27-Oct-08,10.68,2.12,2.24
28-Oct-08,11.36,2.25,2.1
29-Oct-08,11.42,2.26,2.09
31-Oct-08,12.57,2.42,1.96
3-Nov-08,13.33,2.56,1.85
4-Nov-08,13.76,2.64,1.8
5-Nov-08,13.11,2.51,1.88
6-Nov-08,12.66,2.43,1.95
7-Nov-08,13.02,2.5,1.9
10-Nov-08,13.78,2.64,1.79
11-Nov-08,12.87,2.47,1.92
12-Nov-08,12.48,2.39,1.98
14-Nov-08,12.31,2.36,2.01
17-Nov-08,12.26,2.35,2.01
18-Nov-08,11.75,2.25,2.11
19-Nov-08,11.54,2.21,2.14
20-Nov-08,11.18,2.15,2.21
21-Nov-08,11.8,2.26,2.1
24-Nov-08,11.86,2.28,2.09
25-Nov-08,11.63,2.23,2.13
26-Nov-08,12.06,2.31,2.05
28-Nov-08,12.08,2.32,2.05
1-Dec-08,11.76,2.25,2.11
2-Dec-08,11.65,2.23,2.13
3-Dec-08,11.64,2.23,2.13
4-Dec-08,12.22,2.34,2.03
5-Dec-08,11.9,2.24,2.08
8-Dec-08,12.2,2.3,2.03
10-Dec-08,12.84,2.42,1.93
11-Dec-08,12.8,2.41,1.94
12-Dec-08,12.81,2.41,1.93
15-Dec-08,13.07,2.46,1.9
16-Dec-08,13.33,2.51,1.86
17-Dec-08,12.95,2.44,1.91
18-Dec-08,13.42,2.53,1.85
19-Dec-08,13.49,2.54,1.84
22-Dec-08,13.32,2.51,1.86
23-Dec-08,13.01,2.45,1.9
24-Dec-08,12.79,2.41,1.94
26-Dec-08,12.52,2.36,1.98
29-Dec-08,12.81,2.41,1.93
30-Dec-08,13.06,2.46,1.9
31-Dec-08,12.97,2.44,1.91
