Date,P/E,P/B,Div Yield
1-Jan-13,18.82,3.16,1.39
2-Jan-13,18.96,3.18,1.38
3-Jan-13,19.01,3.19,1.37
4-Jan-13,19.03,3.19,1.37
7-Jan-13,18.94,3.18,1.38
8-Jan-13,18.98,3.19,1.37
9-Jan-13,18.89,3.17,1.38
10-Jan-13,18.88,3.17,1.38
11-Jan-13,18.82,3.16,1.39
14-Jan-13,19.05,3.2,1.37
15-Jan-13,19.12,3.21,1.36
16-Jan-13,18.95,3.19,1.37
17-Jan-13,19.07,3.21,1.36
18-Jan-13,19.01,3.22,1.36
21-Jan-13,18.97,3.23,1.36
22-Jan-13,18.75,3.21,1.36
23-Jan-13,18.76,3.21,1.36
24-Jan-13,18.6,3.19,1.37
25-Jan-13,18.77,3.22,1.36
28-Jan-13,18.75,3.22,1.36
29-Jan-13,18.67,3.21,1.36
30-Jan-13,18.66,3.21,1.36
31-Jan-13,18.5,3.2,1.37
1-Feb-13,18.42,3.18,1.37
4-Feb-13,18.43,3.18,1.38
5-Feb-13,18.33,3.16,1.38
6-Feb-13,18.34,3.16,1.38
7-Feb-13,18.27,3.15,1.39
8-Feb-13,18.16,3.13,1.4
11-Feb-13,18.17,3.13,1.4
12-Feb-13,18.29,3.14,1.39
13-Feb-13,18.33,3.15,1.39
14-Feb-13,18.27,3.13,1.4
15-Feb-13,18.21,3.13,1.4
18-Feb-13,18.27,3.14,1.39
19-Feb-13,18.52,3.16,1.38
20-Feb-13,18.61,3.16,1.38
21-Feb-13,18.32,3.11,1.4
22-Feb-13,18.28,3.11,1.41
25-Feb-13,18.29,3.11,1.4
26-Feb-13,18,3.06,1.43
27-Feb-13,17.98,3.08,1.42
28-Feb-13,17.66,3.03,1.44
1-Mar-13,17.74,3.04,1.44
4-Mar-13,17.67,3.03,1.44
5-Mar-13,17.94,3.08,1.42
6-Mar-13,18.05,3.1,1.41
7-Mar-13,18.19,3.12,1.4
8-Mar-13,18.44,3.16,1.38
11-Mar-13,18.37,3.15,1.39
12-Mar-13,18.28,3.13,1.4
13-Mar-13,18.09,3.1,1.41
14-Mar-13,18.26,3.13,1.4
15-Mar-13,18.15,3.11,1.41
18-Mar-13,18.04,3.09,1.42
19-Mar-13,17.76,3.04,1.44
20-Mar-13,17.6,3.01,1.45
21-Mar-13,17.49,3,1.46
22-Mar-13,17.47,2.99,1.46
25-Mar-13,17.41,2.98,1.47
26-Mar-13,17.44,2.98,1.47
28-Mar-13,17.57,3.01,1.46
1-Apr-13,17.51,3.01,1.46
2-Apr-13,17.64,3.03,1.44
3-Apr-13,17.41,2.99,1.46
4-Apr-13,17.11,2.94,1.49
5-Apr-13,17.04,2.93,1.49
8-Apr-13,17.01,2.92,1.5
9-Apr-13,16.86,2.9,1.51
10-Apr-13,17.06,2.93,1.49
11-Apr-13,17.17,2.95,1.48
12-Apr-13,16.96,2.91,1.5
15-Apr-13,17.08,2.93,1.49
16-Apr-13,17.45,3,1.46
17-Apr-13,17.31,3,1.46
18-Apr-13,17.6,3.05,1.44
22-Apr-13,17.76,3.07,1.42
23-Apr-13,17.76,3.08,1.42
25-Apr-13,18,3.12,1.4
26-Apr-13,17.73,3.09,1.41
29-Apr-13,17.78,3.11,1.41
30-Apr-13,17.85,3.13,1.4
2-May-13,18.05,3.16,1.38
3-May-13,17.89,3.13,1.4
6-May-13,17.97,3.15,1.39
7-May-13,18.19,3.19,1.37
8-May-13,18.2,3.2,1.37
9-May-13,18.11,3.19,1.37
10-May-13,18.22,3.21,1.36
11-May-13,18.26,3.22,1.36
13-May-13,17.79,3.15,1.39
14-May-13,17.88,3.16,1.38
15-May-13,18.33,3.24,1.35
16-May-13,18.33,3.25,1.35
17-May-13,18.38,3.26,1.34
20-May-13,18.37,3.25,1.35
21-May-13,18.24,3.22,1.36
22-May-13,18.15,3.21,1.36
23-May-13,17.77,3.15,1.39
24-May-13,17.88,3.15,1.39
27-May-13,18.19,3.21,1.36
28-May-13,18.25,3.22,1.36
29-May-13,18.31,3.22,1.36
30-May-13,18.37,3.23,1.36
31-May-13,17.95,3.16,1.39
3-Jun-13,17.81,3.13,1.4
4-Jun-13,17.75,3.12,1.4
5-Jun-13,17.77,3.12,1.4
6-Jun-13,17.89,3.12,1.4
7-Jun-13,17.76,3.1,1.41
10-Jun-13,17.73,3.1,1.41
11-Jun-13,17.47,3.06,1.43
12-Jun-13,17.38,3.04,1.44
13-Jun-13,17.2,3.01,1.45
14-Jun-13,17.53,3.07,1.43
17-Jun-13,17.75,3.09,1.42
18-Jun-13,17.64,3.07,1.43
19-Jun-13,17.68,3.07,1.42
20-Jun-13,17.17,2.99,1.47
21-Jun-13,17.2,2.99,1.46
24-Jun-13,16.97,2.95,1.48
25-Jun-13,17.03,2.96,1.48
26-Jun-13,16.96,2.95,1.48
27-Jun-13,17.28,2.98,1.46
28-Jun-13,17.76,3.04,1.43
1-Jul-13,17.96,3.07,1.4
2-Jul-13,17.84,3.05,1.41
3-Jul-13,17.57,2.98,1.42
4-Jul-13,17.77,2.99,1.42
5-Jul-13,17.87,3,1.41
8-Jul-13,17.71,2.98,1.42
9-Jul-13,17.85,3,1.41
10-Jul-13,17.73,2.98,1.42
11-Jul-13,18.09,3.04,1.39
12-Jul-13,18.31,3.08,1.38
15-Jul-13,18.36,3.09,1.37
16-Jul-13,18.13,3.05,1.39
17-Jul-13,18.18,3.06,1.38
18-Jul-13,18.32,3.09,1.37
19-Jul-13,18.3,3.09,1.37
22-Jul-13,18.23,3.09,1.37
23-Jul-13,18.32,3.11,1.36
24-Jul-13,18.03,3.07,1.38
25-Jul-13,17.68,3.02,1.4
26-Jul-13,17.58,3.01,1.4
29-Jul-13,17.31,2.93,1.44
30-Jul-13,17.11,2.85,1.46
31-Jul-13,17.05,2.84,1.47
1-Aug-13,17.03,2.84,1.47
2-Aug-13,16.88,2.81,1.48
5-Aug-13,16.94,2.82,1.48
6-Aug-13,16.51,2.75,1.52
7-Aug-13,16.36,2.73,1.53
8-Aug-13,16.5,2.76,1.51
12-Aug-13,16.59,2.78,1.5
13-Aug-13,16.84,2.82,1.48
14-Aug-13,16.97,2.84,1.47
16-Aug-13,16.35,2.73,1.53
19-Aug-13,15.62,2.68,1.56
20-Aug-13,15.58,2.68,1.56
21-Aug-13,15.3,2.63,1.59
22-Aug-13,15.6,2.68,1.56
23-Aug-13,15.79,2.71,1.54
26-Aug-13,15.8,2.71,1.54
27-Aug-13,15.24,2.62,1.59
28-Aug-13,15.23,2.62,1.6
29-Aug-13,15.59,2.68,1.56
30-Aug-13,15.77,2.71,1.54
2-Sep-13,16,2.75,1.52
3-Sep-13,15.4,2.65,1.58
4-Sep-13,15.7,2.7,1.55
5-Sep-13,16.12,2.77,1.51
6-Sep-13,16.37,2.81,1.48
10-Sep-13,17.14,2.95,1.42
11-Sep-13,17.19,2.96,1.41
12-Sep-13,17,2.89,1.44
13-Sep-13,17,2.87,1.44
16-Sep-13,16.98,2.85,1.45
17-Sep-13,17,2.84,1.45
18-Sep-13,17.15,2.86,1.49
19-Sep-13,17.77,2.95,1.42
20-Sep-13,17.47,2.88,1.47
23-Sep-13,17.12,2.82,1.5
24-Sep-13,17.13,2.79,1.51
25-Sep-13,17.07,2.79,1.55
26-Sep-13,17.1,2.79,1.55
27-Sep-13,17.11,2.82,1.56
30-Sep-13,16.82,2.77,1.56
1-Oct-13,16.95,2.78,1.56
3-Oct-13,17.33,2.82,1.54
4-Oct-13,17.32,2.81,1.56
7-Oct-13,17.32,2.81,1.56
8-Oct-13,17.38,2.82,1.56
9-Oct-13,17.62,2.86,1.54
10-Oct-13,17.66,2.86,1.53
11-Oct-13,17.88,2.9,1.52
14-Oct-13,17.94,2.91,1.51
15-Oct-13,17.85,2.9,1.52
17-Oct-13,17.63,2.88,1.53
18-Oct-13,18.02,2.95,1.49
21-Oct-13,18.07,2.96,1.49
22-Oct-13,18.01,2.95,1.49
23-Oct-13,17.83,2.93,1.49
24-Oct-13,17.79,2.93,1.5
25-Oct-13,17.73,2.92,1.5
28-Oct-13,17.61,2.9,1.51
29-Oct-13,17.95,2.95,1.48
30-Oct-13,18.04,2.97,1.47
31-Oct-13,18.18,2.99,1.46
1-Nov-13,18.2,3,1.46
3-Nov-13,18.23,3,1.46
5-Nov-13,18.06,2.97,1.47
6-Nov-13,17.92,2.95,1.48
7-Nov-13,17.78,2.94,1.49
8-Nov-13,17.65,2.92,1.5
11-Nov-13,17.48,2.89,1.52
12-Nov-13,17.31,2.86,1.53
13-Nov-13,17.23,2.85,1.54
14-Nov-13,17.42,2.88,1.52
18-Nov-13,17.76,2.95,1.49
19-Nov-13,17.85,2.95,1.49
20-Nov-13,17.61,2.91,1.51
21-Nov-13,17.26,2.85,1.54
22-Nov-13,17.71,2.85,1.55
25-Nov-13,18.06,2.9,1.52
26-Nov-13,17.94,2.88,1.53
27-Nov-13,18.03,2.88,1.54
28-Nov-13,18.13,2.89,1.53
29-Nov-13,18.38,2.93,1.51
2-Dec-13,18.51,2.95,1.5
3-Dec-13,18.46,2.94,1.51
4-Dec-13,18.34,2.92,1.52
5-Dec-13,18.58,2.96,1.5
6-Dec-13,18.58,2.97,1.49
9-Dec-13,18.9,3.02,1.47
10-Dec-13,18.8,3.01,1.47
11-Dec-13,18.73,3,1.48
12-Dec-13,18.52,2.96,1.5
13-Dec-13,18.32,2.93,1.51
16-Dec-13,18.27,2.92,1.52
17-Dec-13,18.23,2.91,1.52
18-Dec-13,18.46,2.95,1.5
19-Dec-13,18.31,2.93,1.51
20-Dec-13,18.63,2.98,1.49
23-Dec-13,18.66,2.98,1.49
24-Dec-13,18.61,2.98,1.49
26-Dec-13,18.64,2.98,1.49
27-Dec-13,18.75,3,1.48
30-Dec-13,18.66,2.99,1.49
31-Dec-13,18.7,2.99,1.48
