Announcement Date,Ex-Date,Dividend Type,Dividend (%),Dividend (Rs),Remarks,Stockname,Announce Date,Ex Date
2022-10-02,2022-02-21,Interim,30,3.0,Rs.3.0000 per share(30%)Interim Dividend,MTARTECH,10/02/2022,02/21/2022
2021-02-06,2021-07-22,Final,30,3.0,Rs.3.0000 per share(30%)Final Dividend,MTARTECH,02/06/2021,07/22/2021
