Announcement Date,Ex-Date,Dividend Type,Dividend (%),Dividend (Rs),Remarks,Stockname,Announce Date,Ex Date
2006-04-15,2006-04-19,Interim,60,6.0,{interim dividend of Rs. 6/- for F.Y 2006-2007 + Rs.2/- as Final Dividend for the year 2005.),NESTLEIND,04/15/2006,04/19/2006
2005-11-18,2005-09-12,Interim,180,18.0,Second Interim Dividend,NESTLEIND,11/18/2005,09/12/2005
2005-03-14,2005-04-20,Final,95,0.0,AGM & Dividend 95% (Interim Dividend for 2005 of Rs 5/- per equity share and the Special Dividend for 2004 of Rs 4.50 per equity share),NESTLEIND,03/14/2005,04/20/2005
2005-03-14,2005-04-20,Special,45,4.5,AGM & Dividend 95% (Interim Dividend for 2005 of Rs 5/- per equity share and the Special Dividend for 2004 of Rs 4.50 per equity share) ( Interim Dividend for 2005 of Rs 5/- per equity share and the special Dividend for 2004 of Rs 4.50 per equity share),NESTLEIND,03/14/2005,04/20/2005
2005-03-15,2005-04-20,Interim,50,5.0,Dividend 95% (Interim Dividend for 2005 of Rs 5/- per equity share and the Special Dividend for 2004 of Rs 4.50 per equity share) ( Interim Dividend for 2005 of Rs 5/- per equity share and the special Dividend for 2004 of Rs 4.50 per equity share),NESTLEIND,03/15/2005,04/20/2005
2004-11-23,2004-10-12,Interim,100,10.0,Second Interim Dividend,NESTLEIND,11/23/2004,10/12/2004
2004-06-29,2004-07-20,Interim,100,10.0,Interim Dividend,NESTLEIND,06/29/2004,07/20/2004
2003-10-11,2003-10-12,Interim,100,10.0,Second Interim Dividend,NESTLEIND,10/11/2003,10/12/2003
2003-08-07,2003-05-08,Interim,100,10.0,,NESTLEIND,08/07/2003,05/08/2003
2002-11-11,2002-09-12,Interim,180,18.0,Interim Dividend,NESTLEIND,11/11/2002,09/12/2002
2001-01-11,2001-11-23,Interim,100,0.0,Second Interim Dividend,NESTLEIND,01/11/2001,11/23/2001
2001-07-03,2001-05-31,Final,60,0.0,AGM & Final Dividend for 2000,NESTLEIND,07/03/2001,05/31/2001
2001-08-06,2001-05-31,Interim,40,0.0,AGM & Interim Dividend for 2001.,NESTLEIND,08/06/2001,05/31/2001
