Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,26,46,84,69,81,84,186,87,231,289,339,515,ASTRAL
Cash from Investing Activity +,-18,-33,-67,-72,-85,-322,-175,-104,-124,-266,-241,-350,ASTRAL
Cash from Financing Activity +,-6,-7,8,-21,-7,244,27,-14,-84,-7,-141,-116,ASTRAL
Net Cash Flow,2,6,25,-24,-10,6,39,-31,23,15,-42,48,ASTRAL
