Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,500,352,520,703,712,839,960,927,816,1124,1155,1704,DABUR
Cash from Investing Activity +,-260,-229,-219,-346,-98,-613,-494,-679,-261,418,-330,-1120,DABUR
Cash from Financing Activity +,-228,-94,-233,-328,-535,-337,-455,-274,-496,-1619,-826,-555,DABUR
Net Cash Flow,12,28,69,29,79,-111,11,-26,59,-78,-2,29,DABUR
