Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,134,31,136,70,58,49,72,95,173,90,155,296,NAVINFLUOR
Cash from Investing Activity +,-17,-98,-154,40,-12,-27,-31,-20,-149,-32,77,-345,NAVINFLUOR
Cash from Financing Activity +,-53,6,26,-99,-49,-33,-39,-62,-33,-59,-76,-44,NAVINFLUOR
Net Cash Flow,64,-61,8,11,-3,-12,1,13,-9,-1,156,-93,NAVINFLUOR
