Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,1573,-1474,-3923,-1405,9002,4463,6134,14412,-10275,-3388,30159,-5298,KOTAKBANK
Cash from Investing Activity +,-276,-79,-842,-1478,-549,-3454,-52,-2976,-2514,810,-7426,-1782,KOTAKBANK
Cash from Financing Activity +,-137,1724,4928,3938,-6162,-727,-1464,257,9837,7633,5883,-6586,KOTAKBANK
Net Cash Flow,1160,171,164,1055,2291,282,4617,11692,-2952,5055,28617,-13666,KOTAKBANK
