Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,77,129,171,210,231,283,220,212,415,434,732,747,JUBLFOOD
Cash from Investing Activity +,-52,-120,-172,-192,-240,-277,-201,-197,-352,-446,-98,-614,JUBLFOOD
Cash from Financing Activity +,-21,-7,2,1,1,1,-18,-15,-18,-40,-469,-280,JUBLFOOD
Net Cash Flow,4,2,2,20,-8,8,1,0,45,-52,166,-148,JUBLFOOD
