Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,13,-15,4,43,6,40,26,46,61,-12,238,158,DIXON
Cash from Investing Activity +,-24,-6,-3,-6,2,-11,-19,-39,-97,-54,-93,-266,DIXON
Cash from Financing Activity +,11,26,-1,-37,-9,-29,-7,-7,42,67,-61,51,DIXON
Net Cash Flow,0,6,0,0,-1,0,0,0,7,1,84,-57,DIXON
