Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,25,-12,-53,41,-8,26,108,64,103,28,369,413,TRENT
Cash from Investing Activity +,-120,-158,-154,-273,-57,4,-89,-11,-30,-46,-757,-39,TRENT
Cash from Financing Activity +,91,461,176,106,-45,-34,-21,-47,-74,38,382,-351,TRENT
Net Cash Flow,-4,291,-31,-126,-110,-4,-2,6,-1,21,-7,23,TRENT
