Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,4477,3711,2998,6119,6589,7704,6687,7371,6471,10210,9068,12728,WIPRO
Cash from Investing Activity +,-3126,-1439,-245,-3546,254,-1480,-9774,-7984,5008,-347,3219,-1283,WIPRO
Cash from Financing Activity +,-96,-2733,-1724,-1006,-4089,-1836,-3490,-4368,-12918,-1395,-12233,-12106,WIPRO
Net Cash Flow,1255,-461,1030,1568,2754,4388,-6577,-4981,-1440,8468,54,-661,WIPRO
