Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,34,47,60,128,206,207,425,449,723,853,1287,1385,DMART
Cash from Investing Activity +,-160,-263,-127,-232,-266,-461,-625,-2475,432,-998,-4700,-1155,DMART
Cash from Financing Activity +,133,223,95,118,53,238,196,2024,-1122,201,3384,-140,DMART
Net Cash Flow,7,6,29,14,-8,-16,-3,-2,34,56,-29,90,DMART
