Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,342,1051,160,553,-551,508,567,1768,299,1249,-289,4101,TITAN
Cash from Investing Activity +,-32,-24,-62,-142,-275,-124,-151,-1022,-179,-910,243,-2744,TITAN
Cash from Financing Activity +,-178,-117,-234,-236,497,-1004,-505,-154,-325,-442,-268,-1260,TITAN
Net Cash Flow,132,910,-136,175,-330,-620,-89,592,-205,-102,-314,97,TITAN
