Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,-1560,-2842,-4568,-3251,-6087,-7147,-9871,-10440,-17191,-15694,-14110,4312,BAJFINANCE
Cash from Investing Activity +,-66,-59,-51,-56,-96,-365,-686,-3048,505,-6638,-9633,424,BAJFINANCE
Cash from Financing Activity +,1607,3458,3807,3664,6543,6953,11656,12516,16589,22344,24177,-4027,BAJFINANCE
Net Cash Flow,-19,557,-812,357,360,-559,1099,-972,-97,13,435,709,BAJFINANCE
