Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,12693,13293,11438,13885,16022,17940,19450,21166,15954,10812,4026,34392,BHARTIARTL
Cash from Investing Activity +,-10602,-19102,-12612,-10726,-17086,-12801,-21989,-24283,-17211,-20456,-22272,-13223,BHARTIARTL
Cash from Financing Activity +,-2539,5595,1401,-3186,1182,-5196,1898,3456,1637,9398,21114,-23218,BHARTIARTL
Net Cash Flow,-448,-214,227,-27,118,-57,-641,338,380,-246,2869,-2049,BHARTIARTL
