Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,176,41,119,217,292,357,550,411,312,700,1065,844,AARTIIND
Cash from Investing Activity +,-60,-67,-131,-219,-271,-323,-424,-470,-574,-768,-1109,-1307,AARTIIND
Cash from Financing Activity +,-111,22,12,3,-19,-20,-128,57,264,839,-520,635,AARTIIND
Net Cash Flow,5,-4,1,1,3,14,-2,-3,2,771,-564,173,AARTIIND
