Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,14,72,58,37,126,143,121,144,197,215,256,437,TATAELXSI
Cash from Investing Activity +,-10,-29,-31,-29,-18,-29,-31,28,-245,-162,43,-439,TATAELXSI
Cash from Financing Activity +,-6,-36,-23,-11,-79,-32,-41,-52,-60,-83,-124,-126,TATAELXSI
Net Cash Flow,-2,7,3,-3,29,83,49,120,-108,-30,175,-128,TATAELXSI
