Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,3032,2819,2560,4301,4904,6321,8484,10279,11785,6593,3405,8839,MARUTI
Cash from Investing Activity +,-4928,343,-3096,-3386,-4893,-4410,-7227,-9178,-8282,-3538,-464,-7284,MARUTI
Cash from Financing Activity +,55,-752,616,-966,-66,-1962,-1236,-1129,-3446,-2948,-3100,-1541,MARUTI
Net Cash Flow,-1841,2410,81,-51,-55,-51,21,-28,57,107,-159,14,MARUTI
