Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,6279,5720,3206,9157,12942,16320,17986,23132,21587,23998,26603,33822,TCS
Cash from Investing Activity +,-4557,-830,433,-3496,-7143,586,-4478,-15834,5728,5876,12967,-4539,TCS
Cash from Financing Activity +,-1970,-4606,-3897,-5656,-5684,-16914,-9586,-10891,-26827,-27825,-39045,-32023,TCS
Net Cash Flow,-247,284,-258,5,115,-9,3922,-3593,488,2049,525,-2740,TCS
