Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,-2386,-6038,-8709,-3952,5726,-460,214,-1710,-87,-3858,-4458,-7477,MUTHOOTFIN
Cash from Investing Activity +,-36,-76,-188,-33,-3,-16,-67,-134,-194,-585,-429,48,MUTHOOTFIN
Cash from Financing Activity +,2115,6740,8329,4795,-5107,254,-1204,2457,-554,5701,8678,9041,MUTHOOTFIN
Net Cash Flow,-307,626,-568,809,617,-222,-1058,613,-834,1258,3791,1612,MUTHOOTFIN
