Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,32,38,43,24,-14,105,191,93,214,277,515,442,DEEPAKNTR
Cash from Investing Activity +,-37,6,-139,-156,-97,-87,-162,-274,-189,-78,-268,-226,DEEPAKNTR
Cash from Financing Activity +,6,-43,184,47,108,-22,-28,178,-25,-198,-248,-215,DEEPAKNTR
Net Cash Flow,1,1,88,-84,-3,-4,1,-2,0,2,-1,1,DEEPAKNTR
