Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,199,124,429,600,669,821,678,713,839,942,1036,340,MOTHERSUMI
Cash from Investing Activity +,-190,-510,-339,-354,-305,-158,-19,-3869,-259,-271,-47,-3696,MOTHERSUMI
Cash from Financing Activity +,10,386,-106,-200,-412,-535,-790,3327,-664,-640,-893,3413,MOTHERSUMI
Net Cash Flow,19,1,-16,45,-48,128,-131,171,-84,32,97,57,MOTHERSUMI
