Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,235,246,211,272,615,515,878,402,1183,1114,1660,1778,BRITANNIA
Cash from Investing Activity +,-110,-156,-52,54,-227,-384,-659,-115,-823,-831,-1568,501,BRITANNIA
Cash from Financing Activity +,-184,-107,-129,-359,-325,-168,-228,-284,-304,-326,-94,-2223,BRITANNIA
Net Cash Flow,-58,-17,31,-33,62,-37,-9,3,56,-44,-3,56,BRITANNIA
