Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,165,115,120,177,337,385,536,338,399,548,793,677,BERGEPAINT
Cash from Investing Activity +,-207,-29,-67,-193,-304,-169,-222,-264,-169,-345,-234,-459,BERGEPAINT
Cash from Financing Activity +,48,0,1,62,-93,-186,-346,-73,-195,-237,-530,-183,BERGEPAINT
Net Cash Flow,6,85,53,46,-59,31,-33,2,35,-34,28,35,BERGEPAINT
