Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,6400,1506,3654,2258,2463,-2214,2703,1453,4134,6293,-1455,6680,TATAMOTORS
Cash from Investing Activity +,-11887,-2518,150,1073,2563,246,-3264,-2860,-710,-3822,-4637,-2988,TATAMOTORS
Cash from Financing Activity +,5534,1648,-4236,-4046,-5034,2632,-79,1209,-3106,-2530,7749,-3472,TATAMOTORS
Net Cash Flow,48,636,-432,-714,-7,663,-639,-198,318,-59,1658,220,TATAMOTORS
