Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,368,326,334,483,558,822,1036,1149,765,964,1208,1947,DIVISLAB
Cash from Investing Activity +,-317,-222,-204,-254,-305,-521,-411,-1137,-476,-684,-81,75,DIVISLAB
Cash from Financing Activity +,-48,-104,-131,-231,-248,-303,-630,3,-314,-246,-1091,-34,DIVISLAB
Net Cash Flow,3,0,-1,-2,5,-1,-5,15,-25,34,36,1988,DIVISLAB
