Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,843,424,341,-299,1441,361,1125,2393,836,812,427,672,TATACHEM
Cash from Investing Activity +,-63,-245,89,832,-137,14,-120,-152,2865,-1498,-292,-403,TATACHEM
Cash from Financing Activity +,-706,-93,-337,-322,-1418,-778,-980,-1731,-1496,-1568,-1101,-291,TATACHEM
Net Cash Flow,74,86,93,210,-114,-403,25,511,2206,-2254,-966,-22,TATACHEM
