Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,8369,8339,10424,11069,12433,4852,7372,11167,11791,15193,13454,29369,TATASTEEL
Cash from Investing Activity +,-5255,-13085,-2859,-8522,-9837,-2382,-4352,-3956,-12273,-16350,-17635,-13008,TATASTEEL
Cash from Financing Activity +,-1473,5651,-7767,-4282,-3826,-2957,-2540,-7280,4166,-2887,4630,-15852,TATASTEEL
Net Cash Flow,1641,905,-202,-1735,-1231,-487,480,-69,3684,-4044,449,508,TATASTEEL
