Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,291,9,-242,64,334,221,273,290,298,-310,336,571,VOLTAS
Cash from Investing Activity +,-110,-20,84,44,-292,-59,-270,-57,-151,445,-176,-311,VOLTAS
Cash from Financing Activity +,-178,-15,-18,-53,-93,-221,-20,-154,-178,-82,-204,-129,VOLTAS
Net Cash Flow,3,-26,-177,54,-51,-59,-17,79,-32,53,-45,131,VOLTAS
