Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,300,269,325,483,613,580,765,1047,711,1248,1644,2180,LTI
Cash from Investing Activity +,-135,-298,-36,-91,162,-98,38,-935,-244,-687,-570,-1637,LTI
Cash from Financing Activity +,-123,6,-297,-402,-743,-495,-817,-44,-408,-595,-918,-513,LTI
Net Cash Flow,42,-23,-8,-9,32,-12,-14,68,59,-34,156,30,LTI
