Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,30,14,53,94,111,60,84,72,126,89,148,94,BALAMINES
Cash from Investing Activity +,-15,-59,-56,-86,-50,-14,-30,-23,-93,-47,-130,-87,BALAMINES
Cash from Financing Activity +,-13,51,-1,-10,-53,-49,-52,-54,-29,-29,-31,3,BALAMINES
Net Cash Flow,1,5,-5,-2,7,-3,2,-5,4,13,-13,10,BALAMINES
