Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,33,41,29,27,30,36,21,33,65,73,64,169,CDSL
Cash from Investing Activity +,-88,-26,-15,-9,-6,-11,8,-2,-23,-55,-14,-82,CDSL
Cash from Financing Activity +,-12,-15,-15,-18,-24,-24,-28,-31,-38,-20,-51,-47,CDSL
Net Cash Flow,-68,1,0,0,-1,0,1,0,4,-2,-1,39,CDSL
