Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,49,161,202,47,84,39,96,42,142,312,639,169,BAJAJFINSV
Cash from Investing Activity +,-31,-1,-206,-962,-55,-15,179,-264,-104,-237,-575,-149,BAJAJFINSV
Cash from Financing Activity +,-17,-187,-18,914,-24,-28,-55,-1,-28,-28,-119,0,BAJAJFINSV
Net Cash Flow,1,-26,-23,0,5,-4,221,-223,11,48,-56,20,BAJAJFINSV
