Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,2737,1614,3193,2134,3546,2147,3657,3339,4261,2490,3862,3114,BAJAJ-AUTO
Cash from Investing Activity +,-2164,-623,-682,-1278,-2141,-414,-30,-3687,-1894,-271,1757,-2867,BAJAJ-AUTO
Cash from Financing Activity +,-609,-862,-1564,-1479,-1468,-1644,-3384,-190,-1885,-2074,-6247,-20,BAJAJ-AUTO
Net Cash Flow,-35,129,947,-622,-64,89,242,-538,481,144,-628,228,BAJAJ-AUTO
