Unnamed: 0,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Stockname
Cash from Operating Activity +,3441,1892,2872,3530,3724,3272,3974,4953,5913,5728,7305,8957,HINDUNILVR
Cash from Investing Activity +,-1146,-294,-452,34,-513,280,-51,-752,-1261,-264,1926,-1067,HINDUNILVR
Cash from Financing Activity +,-2180,-2276,-1725,-4160,-2917,-3450,-4008,-4264,-4651,-5462,-6676,-9280,HINDUNILVR
Net Cash Flow,115,-678,695,-597,294,101,-85,-63,1,2,2555,-1390,HINDUNILVR
