Date,PE Ratio
2021-07-11,28.451999999999998
2021-07-18,28.46
2021-07-25,28.155
2021-08-01,27.330000000000002
2021-08-08,27.028
2021-08-15,26.396000000000004
2021-08-22,25.42
2021-08-29,25.466
2021-09-05,26.262
2021-09-12,26.6075
2021-09-19,26.796
2021-09-26,27.006
2021-10-03,27.083999999999996
2021-10-10,27.208
2021-10-17,27.685
2021-10-24,27.784
2021-10-31,26.722
2021-11-07,26.0275
2021-11-14,25.994
2021-11-21,25.0075
2021-11-28,23.978
2021-12-05,23.676
2021-12-12,23.886000000000003
2021-12-19,23.766
2021-12-26,23.288
2022-01-02,23.784
2022-01-09,24.71
2022-01-16,25.214000000000002
2022-01-23,24.778
2022-01-30,23.322499999999998
2022-02-06,23.64
2022-02-13,22.938
2022-02-20,22.188
2022-02-27,21.668
2022-03-06,21.26
2022-03-13,20.942
2022-03-20,21.79
2022-03-27,22.126
2022-04-03,22.604000000000003
2022-04-10,23.424
2022-04-17,23.043333333333333
2022-04-24,22.402
2022-05-01,22.074
2022-05-08,21.3275
2022-05-15,20.238
2022-05-22,19.898000000000003
2022-05-29,19.954
2022-06-05,20.528
2022-06-12,20.298
2022-06-19,19.268
2022-06-26,19.218
2022-07-03,19.542
2022-07-10,19.768
2022-07-17,19.818
2022-07-24,20.32
2022-07-31,20.404000000000003
2022-08-07,20.863999999999997
2022-08-14,21.15
2022-08-21,21.35
2022-08-28,20.952
2022-09-04,20.9375
2022-09-11,21.15
2022-09-18,21.348
2022-09-25,21.04
2022-10-02,20.291999999999998
2022-10-09,20.77
2022-10-16,20.654000000000003
2022-10-23,20.997999999999998
2022-10-30,21.1275
2022-11-06,21.724
