Date,P/E,P/B,Div Yield
1-Jan-21,38.55,3.97,1.13
4-Jan-21,38.87,4.01,1.12
5-Jan-21,39.05,4.02,1.12
6-Jan-21,38.9,4.01,1.12
7-Jan-21,38.88,4.01,1.12
8-Jan-21,39.45,4.07,1.11
11-Jan-21,39.72,4.1,1.1
12-Jan-21,39.94,4.13,1.09
13-Jan-21,39.94,4.13,1.09
14-Jan-21,40.03,4.14,1.09
15-Jan-21,39.34,4.09,1.1
18-Jan-21,38.92,4.05,1.11
19-Jan-21,39.22,4.12,1.09
20-Jan-21,39.55,4.15,1.08
21-Jan-21,39.41,4.13,1.09
22-Jan-21,38.86,4.07,1.1
25-Jan-21,38.42,4.04,1.11
27-Jan-21,37.52,3.96,1.14
28-Jan-21,36.96,3.92,1.15
29-Jan-21,36.57,3.86,1.16
1-Feb-21,38.26,4.05,1.11
2-Feb-21,38.79,4.15,1.08
3-Feb-21,39.16,4.19,1.07
4-Feb-21,40.81,4.22,1.07
5-Feb-21,41.46,4.23,1.06
8-Feb-21,42,4.28,1.05
9-Feb-21,41.97,4.28,1.05
10-Feb-21,41.81,4.28,1.05
11-Feb-21,41.65,4.3,1.05
12-Feb-21,41.58,4.3,1.05
15-Feb-21,41.59,4.34,1.04
16-Feb-21,41.78,4.34,1.04
17-Feb-21,41.49,4.31,1.04
18-Feb-21,41.26,4.28,1.05
19-Feb-21,40.88,4.24,1.06
22-Feb-21,40.05,4.16,1.08
23-Feb-21,40.14,4.17,1.08
24-Feb-21,40.88,4.24,1.06
25-Feb-21,41.2,4.28,1.05
26-Feb-21,39.65,4.12,1.09
1-Mar-21,40.28,4.18,1.08
2-Mar-21,40.71,4.23,1.06
3-Mar-21,41.6,4.32,1.04
4-Mar-21,41.15,4.27,1.05
5-Mar-21,40.76,4.23,1.06
8-Mar-21,40.74,4.24,1.06
9-Mar-21,41.12,4.28,1.05
10-Mar-21,41.33,4.3,1.05
12-Mar-21,40.94,4.26,1.06
15-Mar-21,40.66,4.23,1.06
16-Mar-21,40.61,4.23,1.07
17-Mar-21,40.1,4.17,1.08
18-Mar-21,39.65,4.13,1.09
19-Mar-21,40.16,4.18,1.08
22-Mar-21,40.14,4.18,1.08
23-Mar-21,40.35,4.2,1.07
24-Mar-21,39.63,4.12,1.09
25-Mar-21,39.02,4.06,1.11
26-Mar-21,39.51,4.11,1.09
30-Mar-21,40.43,4.21,1.07
31-Mar-21,33.2,4.2,0.96
1-Apr-21,33.6,4.25,0.95
5-Apr-21,33.08,4.19,0.97
6-Apr-21,33.18,4.2,0.96
7-Apr-21,33.49,4.24,0.95
8-Apr-21,33.61,4.25,0.96
9-Apr-21,33.53,4.24,0.97
12-Apr-21,32.34,4.09,1
13-Apr-21,32.72,4.15,0.99
15-Apr-21,32.78,4.17,0.98
16-Apr-21,32.84,4.18,0.98
19-Apr-21,32.12,4.11,1
20-Apr-21,31.97,4.09,1
22-Apr-21,32.22,4.12,0.99
23-Apr-21,32.07,4.11,1
26-Apr-21,32.39,4.15,0.99
27-Apr-21,32.28,4.2,0.98
28-Apr-21,32.72,4.26,0.96
29-Apr-21,32.79,4.26,0.99
30-Apr-21,32.21,4.19,1
3-May-21,31.54,4.19,1
4-May-21,30.47,4.15,1.01
5-May-21,30.65,4.19,1
6-May-21,30.82,4.22,1
7-May-21,30.23,4.24,0.99
10-May-21,30.43,4.28,0.98
11-May-21,30.14,4.25,0.99
12-May-21,29.83,4.21,1
14-May-21,29.79,4.2,1
17-May-21,30.2,4.27,0.98
18-May-21,30.53,4.33,0.97
19-May-21,29.98,4.3,0.98
20-May-21,29.59,4.27,0.99
21-May-21,29.48,4.34,0.97
24-May-21,29.52,4.35,0.97
25-May-21,29.25,4.35,1
26-May-21,29.41,4.38,0.99
27-May-21,29.48,4.39,0.99
28-May-21,28.98,4.42,0.98
31-May-21,29.22,4.39,1.06
1-Jun-21,28.87,4.39,1.07
2-Jun-21,28.88,4.39,1.06
3-Jun-21,29.1,4.43,1.07
4-Jun-21,29.06,4.42,1.07
7-Jun-21,29.21,4.44,1.07
8-Jun-21,29.19,4.44,1.07
9-Jun-21,28.99,4.41,1.07
10-Jun-21,29.18,4.44,1.15
11-Jun-21,29.3,4.46,1.18
14-Jun-21,29.32,4.46,1.2
15-Jun-21,29.43,4.48,1.2
16-Jun-21,29.24,4.45,1.2
17-Jun-21,29.1,4.43,1.24
18-Jun-21,29.08,4.32,1.24
21-Jun-21,29.19,4.31,1.22
22-Jun-21,29.05,4.32,1.21
23-Jun-21,28.89,4.3,1.22
24-Jun-21,29.08,4.32,1.22
25-Jun-21,29.21,4.34,1.21
28-Jun-21,29.12,4.33,1.22
29-Jun-21,29,4.31,1.26
30-Jun-21,28.33,4.24,1.26
1-Jul-21,28.26,4.23,1.27
2-Jul-21,28.33,4.24,1.23
5-Jul-21,28.53,4.27,1.23
6-Jul-21,28.5,4.26,1.1
7-Jul-21,28.62,4.28,1.1
8-Jul-21,28.34,4.24,1.14
9-Jul-21,28.27,4.23,1.09
12-Jul-21,28.21,4.23,1.09
13-Jul-21,28.43,4.26,1.08
14-Jul-21,28.5,4.27,1.09
15-Jul-21,28.63,4.29,1.1
16-Jul-21,28.53,4.29,1.09
19-Jul-21,28.23,4.25,1.11
20-Jul-21,27.89,4.21,1.11
22-Jul-21,28.22,4.26,1.11
