Date,P/E,P/B,Div Yield
1-Jan-16,21.53,3.19,1.45
4-Jan-16,21.07,3.13,1.48
5-Jan-16,21.05,3.12,1.49
6-Jan-16,20.93,3.1,1.49
7-Jan-16,20.47,3.04,1.53
8-Jan-16,20.56,3.05,1.52
11-Jan-16,20.46,3.03,1.53
12-Jan-16,20.31,3.01,1.54
13-Jan-16,20.45,3.03,1.53
14-Jan-16,20.38,3.02,1.53
15-Jan-16,20.12,2.98,1.55
18-Jan-16,19.86,2.95,1.57
19-Jan-16,20.08,2.98,1.56
20-Jan-16,19.74,2.93,1.58
21-Jan-16,19.65,2.92,1.59
22-Jan-16,20.01,2.98,1.56
25-Jan-16,20.04,2.98,1.56
27-Jan-16,20.05,2.98,1.55
28-Jan-16,19.85,2.98,1.56
29-Jan-16,20.22,3.03,1.53
1-Feb-16,20.22,3.03,1.53
2-Feb-16,19.9,2.99,1.55
3-Feb-16,19.65,2.95,1.57
4-Feb-16,19.76,2.97,1.56
5-Feb-16,19.99,3,1.54
8-Feb-16,19.69,2.96,1.57
9-Feb-16,19.46,2.93,1.58
10-Feb-16,19.27,2.89,1.6
11-Feb-16,18.65,2.8,1.66
12-Feb-16,18.67,2.8,1.66
15-Feb-16,19.32,2.87,1.61
16-Feb-16,19.01,2.83,1.64
17-Feb-16,19.18,2.85,1.63
18-Feb-16,19.44,2.89,1.61
19-Feb-16,19.5,2.89,1.6
22-Feb-16,19.56,2.9,1.6
23-Feb-16,19.23,2.85,1.63
24-Feb-16,18.98,2.82,1.65
25-Feb-16,18.85,2.8,1.66
26-Feb-16,19.01,2.82,1.65
29-Feb-16,18.9,2.81,1.66
1-Mar-16,19.53,2.9,1.6
2-Mar-16,19.93,2.96,1.57
3-Mar-16,20.22,3,1.55
4-Mar-16,20.24,3.01,1.55
8-Mar-16,20.2,3,1.55
9-Mar-16,20.33,3.02,1.54
10-Mar-16,20.2,3,1.55
11-Mar-16,20.27,3.01,1.54
14-Mar-16,20.35,3.02,1.54
15-Mar-16,20.14,2.99,1.55
16-Mar-16,20.24,3,1.55
17-Mar-16,20.28,3.01,1.54
18-Mar-16,20.52,3.05,1.52
21-Mar-16,20.79,3.09,1.5
22-Mar-16,20.82,3.09,1.5
23-Mar-16,20.83,3.09,1.5
28-Mar-16,20.55,3.05,1.52
29-Mar-16,20.5,3.04,1.52
30-Mar-16,20.88,3.1,1.49
31-Mar-16,20.89,3.1,1.49
1-Apr-16,21.19,3.26,1.45
4-Apr-16,21.31,3.28,1.44
5-Apr-16,20.88,3.21,1.47
6-Apr-16,20.91,3.22,1.47
7-Apr-16,20.73,3.19,1.48
8-Apr-16,20.75,3.19,1.48
11-Apr-16,21.07,3.24,1.45
12-Apr-16,21.17,3.26,1.45
13-Apr-16,21.56,3.32,1.42
18-Apr-16,21.68,3.34,1.41
20-Apr-16,21.59,3.34,1.41
21-Apr-16,21.59,3.34,1.41
22-Apr-16,21.55,3.29,1.36
25-Apr-16,21.4,3.27,1.37
26-Apr-16,21.6,3.32,1.35
27-Apr-16,21.66,3.33,1.35
28-Apr-16,21.3,3.27,1.37
29-Apr-16,21.24,3.27,1.37
2-May-16,21.25,3.25,1.38
3-May-16,21.08,3.23,1.39
4-May-16,20.88,3.21,1.39
5-May-16,20.96,3.22,1.39
6-May-16,20.91,3.22,1.39
9-May-16,21.24,3.28,1.37
10-May-16,21.3,3.29,1.36
11-May-16,21.19,3.27,1.37
12-May-16,21.33,3.29,1.36
13-May-16,21.1,3.26,1.38
16-May-16,21.54,3.28,1.37
17-May-16,21.62,3.29,1.36
18-May-16,21.57,3.28,1.37
19-May-16,21.33,3.24,1.38
20-May-16,21.19,3.22,1.39
23-May-16,21.13,3.22,1.39
24-May-16,21.16,3.22,1.39
25-May-16,22.07,3.3,1.36
26-May-16,22.39,3.36,1.33
27-May-16,22.66,3.4,1.32
30-May-16,22.69,3.41,1.31
31-May-16,22.6,3.4,1.32
1-Jun-16,22.65,3.41,1.31
2-Jun-16,22.76,3.43,1.31
3-Jun-16,22.77,3.43,1.31
6-Jun-16,22.71,3.42,1.31
7-Jun-16,22.69,3.44,1.3
8-Jun-16,22.71,3.45,1.3
9-Jun-16,22.52,3.42,1.31
10-Jun-16,22.43,3.38,1.28
13-Jun-16,22.26,3.36,1.29
14-Jun-16,22.26,3.36,1.29
15-Jun-16,22.53,3.4,1.27
16-Jun-16,22.35,3.37,1.28
17-Jun-16,22.43,3.36,1.28
20-Jun-16,22.62,3.39,1.27
21-Jun-16,22.56,3.38,1.27
22-Jun-16,22.52,3.37,1.27
23-Jun-16,22.7,3.4,1.26
24-Jun-16,22.2,3.29,1.28
27-Jun-16,22.22,3.29,1.28
28-Jun-16,22.31,3.3,1.28
29-Jun-16,22.52,3.33,1.26
30-Jun-16,22.75,3.37,1.25
1-Jul-16,22.86,3.38,1.25
4-Jul-16,22.98,3.4,1.24
5-Jul-16,22.88,3.39,1.24
7-Jul-16,22.89,3.39,1.24
8-Jul-16,22.85,3.38,1.25
11-Jul-16,23.25,3.44,1.23
12-Jul-16,23.37,3.46,1.22
13-Jul-16,23.37,3.46,1.22
14-Jul-16,23.49,3.48,1.21
15-Jul-16,23.43,3.47,1.21
18-Jul-16,23.34,3.46,1.22
19-Jul-16,23.39,3.46,1.22
20-Jul-16,23.49,3.48,1.21
21-Jul-16,23.34,3.46,1.22
22-Jul-16,23.43,3.47,1.21
25-Jul-16,23.69,3.44,1.23
