Date,P/E,P/B,Div Yield
1-Jan-99,11.62,2.07,1.83
4-Jan-99,11.72,2.08,1.81
5-Jan-99,11.84,2.11,1.79
6-Jan-99,12.11,2.16,1.75
7-Jan-99,12.46,2.22,1.71
8-Jan-99,12.92,2.3,1.64
11-Jan-99,12.86,2.29,1.65
12-Jan-99,12.59,2.24,1.69
13-Jan-99,12.54,2.23,1.69
14-Jan-99,12.46,2.22,1.7
15-Jan-99,12.19,2.17,1.74
18-Jan-99,12.33,2.19,1.72
19-Jan-99,12.06,2.15,1.76
21-Jan-99,12.84,2.29,1.65
22-Jan-99,12.71,2.26,1.67
25-Jan-99,12.61,2.24,1.68
27-Jan-99,12.9,2.29,1.65
28-Jan-99,12.68,2.26,1.68
29-Jan-99,12.83,2.28,1.66
1-Feb-99,12.48,2.22,1.7
2-Feb-99,12.36,2.2,1.72
3-Feb-99,12.64,2.25,1.69
4-Feb-99,12.48,2.22,1.71
5-Feb-99,12.43,2.21,1.71
8-Feb-99,12.17,2.17,1.75
9-Feb-99,12.28,2.18,1.73
10-Feb-99,12.74,2.27,1.67
11-Feb-99,12.75,2.27,1.67
12-Feb-99,12.88,2.29,1.62
15-Feb-99,12.67,2.26,1.64
16-Feb-99,12.73,2.27,1.63
17-Feb-99,12.87,2.29,1.64
18-Feb-99,12.92,2.3,1.63
19-Feb-99,12.96,2.31,1.63
22-Feb-99,12.66,2.25,1.66
23-Feb-99,12.61,2.24,1.67
24-Feb-99,12.72,2.26,1.66
25-Feb-99,12.68,2.26,1.66
26-Feb-99,12.51,2.23,1.66
27-Feb-99,13.04,2.32,1.59
1-Mar-99,13.5,2.4,1.54
3-Mar-99,13.98,2.49,1.49
4-Mar-99,13.83,2.46,1.5
5-Mar-99,14.01,2.49,1.48
8-Mar-99,14.25,2.53,1.46
9-Mar-99,14.33,2.55,1.45
10-Mar-99,14.35,2.55,1.46
11-Mar-99,14.09,2.51,1.48
12-Mar-99,14.26,2.54,1.37
15-Mar-99,14.28,2.54,1.37
16-Mar-99,14,2.49,1.39
17-Mar-99,14.1,2.51,1.51
18-Mar-99,14.29,2.54,1.49
19-Mar-99,14.13,2.52,1.5
20-Mar-99,14.1,2.51,1.5
22-Mar-99,14.13,2.52,1.5
23-Mar-99,14.27,2.54,1.49
24-Mar-99,14.13,2.51,1.51
25-Mar-99,14.03,2.5,1.52
26-Mar-99,13.85,2.46,1.53
30-Mar-99,14.02,2.5,1.51
31-Mar-99,16.53,2.84,1.48
1-Apr-99,16.31,2.8,1.5
5-Apr-99,15.51,2.66,1.56
6-Apr-99,15.71,2.7,1.54
7-Apr-99,15.81,2.72,1.54
8-Apr-99,15.65,2.69,1.55
9-Apr-99,15.24,2.62,1.6
12-Apr-99,15.31,2.63,1.59
13-Apr-99,15.25,2.62,1.59
15-Apr-99,14.87,2.56,1.63
16-Apr-99,16.04,2.76,1.38
17-Apr-99,14.85,2.55,1.49
19-Apr-99,15.26,2.62,1.45
20-Apr-99,15.29,2.63,1.45
21-Apr-99,15.31,2.63,1.45
22-Apr-99,15.08,2.59,1.47
23-Apr-99,15.08,2.59,1.46
26-Apr-99,14.3,2.46,1.54
