Date,P/E,P/B,Div Yield
3-Aug-05,14.6,3.93,1.59
4-Aug-05,14.67,3.95,1.58
5-Aug-05,14.63,3.94,1.58
8-Aug-05,14.4,3.87,1.61
9-Aug-05,14.36,3.86,1.62
10-Aug-05,14.62,3.93,1.59
11-Aug-05,14.75,3.96,1.57
12-Aug-05,14.63,3.93,1.59
16-Aug-05,14.68,3.95,1.58
17-Aug-05,14.89,3.92,1.58
18-Aug-05,14.8,3.89,1.59
19-Aug-05,14.77,3.89,1.59
22-Aug-05,14.67,3.86,1.61
23-Aug-05,14.41,3.79,1.64
24-Aug-05,14.39,3.78,1.64
25-Aug-05,14.58,3.84,1.62
26-Aug-05,14.6,3.84,1.61
29-Aug-05,14.48,3.81,1.63
30-Aug-05,14.67,3.86,1.61
31-Aug-05,14.78,3.89,1.59
1-Sep-05,14.92,3.92,1.58
2-Sep-05,14.98,3.94,1.57
5-Sep-05,15.02,3.93,1.55
6-Sep-05,15.06,3.94,1.55
8-Sep-05,15.22,3.98,1.53
9-Sep-05,15.23,3.98,1.53
12-Sep-05,15.41,4.03,1.51
13-Sep-05,15.51,4.05,1.5
14-Sep-05,15.46,4.04,1.51
15-Sep-05,15.66,4.09,1.49
16-Sep-05,15.83,4.14,1.47
19-Sep-05,15.92,4.07,1.57
20-Sep-05,15.99,4.09,1.56
21-Sep-05,15.93,4.07,1.57
22-Sep-05,15.36,3.93,1.63
23-Sep-05,15.37,3.93,1.63
26-Sep-05,15.88,3.94,1.73
27-Sep-05,15.99,3.97,1.72
28-Sep-05,16.13,4,1.7
29-Sep-05,16.21,4.03,1.69
30-Sep-05,16.15,4.01,1.7
3-Oct-05,16.33,4.06,1.68
4-Oct-05,16.54,4.11,1.66
5-Oct-05,16.42,4.08,1.67
6-Oct-05,16.02,3.98,1.71
7-Oct-05,15.99,3.97,1.72
10-Oct-05,15.94,3.96,1.72
11-Oct-05,16,3.99,1.71
13-Oct-05,15.67,3.91,1.74
14-Oct-05,15.3,3.83,1.78
17-Oct-05,15.27,3.8,1.78
18-Oct-05,15.17,3.78,1.79
19-Oct-05,14.81,3.69,1.83
20-Oct-05,14.69,3.67,1.85
21-Oct-05,15.02,3.74,1.81
24-Oct-05,14.72,3.67,1.85
25-Oct-05,14.81,3.7,1.83
26-Oct-05,14.58,3.69,1.84
27-Oct-05,14.01,3.6,1.88
28-Oct-05,13.74,3.55,1.91
31-Oct-05,14.23,3.63,1.87
1-Nov-05,14.32,3.65,1.85
2-Nov-05,14.52,3.7,1.83
7-Nov-05,14.77,3.77,1.8
8-Nov-05,14.96,3.82,1.78
9-Nov-05,14.94,3.81,1.78
10-Nov-05,15.01,3.83,1.77
11-Nov-05,15.29,3.9,1.74
14-Nov-05,15.36,3.92,1.73
16-Nov-05,15.5,3.96,1.71
17-Nov-05,15.63,3.99,1.7
18-Nov-05,15.73,4.01,1.69
21-Nov-05,15.65,3.99,1.7
22-Nov-05,15.47,3.95,1.72
23-Nov-05,15.68,4,1.69
24-Nov-05,15.84,4.04,1.68
25-Nov-05,16.02,4.09,1.66
26-Nov-05,16.13,4.12,1.65
28-Nov-05,16.31,4.15,1.64
29-Nov-05,16.22,4.13,1.65
30-Nov-05,15.95,4.06,1.68
1-Dec-05,16.23,4.13,1.65
2-Dec-05,16.22,4.13,1.65
5-Dec-05,16,4.08,1.68
6-Dec-05,16.01,4.08,1.68
7-Dec-05,16.2,4.13,1.66
8-Dec-05,16.28,4.15,1.65
9-Dec-05,16.58,4.22,1.62
12-Dec-05,16.7,4.25,1.61
13-Dec-05,16.91,4.31,1.59
14-Dec-05,16.87,4.3,1.59
15-Dec-05,16.71,4.26,1.61
16-Dec-05,16.9,4.3,1.59
19-Dec-05,17.2,4.38,1.56
20-Dec-05,17.1,4.35,1.57
21-Dec-05,17.08,4.35,1.57
22-Dec-05,17.15,4.37,1.56
23-Dec-05,16.97,4.32,1.58
26-Dec-05,16.64,4.24,1.61
27-Dec-05,16.98,4.32,1.58
28-Dec-05,16.91,4.31,1.59
29-Dec-05,17.07,4.35,1.57
30-Dec-05,17.16,4.37,1.56
