Date,P/E,P/B,Div Yield
3-Jan-05,15.57,3.67,1.89
4-Jan-05,15.49,3.65,1.9
5-Jan-05,14.96,3.52,1.97
6-Jan-05,14.71,3.47,2
7-Jan-05,14.84,3.49,1.98
10-Jan-05,14.58,3.44,2.02
11-Jan-05,14.37,3.39,2.05
12-Jan-05,14.05,3.32,2.09
13-Jan-05,14.35,3.39,2.05
14-Jan-05,14.18,3.35,2.07
17-Jan-05,14.17,3.35,2.07
18-Jan-05,14.19,3.36,2.07
19-Jan-05,14.12,3.34,2.07
20-Jan-05,14.09,3.34,2.08
24-Jan-05,13.6,3.31,2.09
25-Jan-05,13.74,3.35,2.07
27-Jan-05,13.84,3.39,2.04
28-Jan-05,14.34,3.49,1.99
31-Jan-05,14.68,3.57,1.94
1-Feb-05,14.34,3.58,1.94
2-Feb-05,14.24,3.56,1.95
3-Feb-05,14.42,3.61,1.92
4-Feb-05,14.41,3.61,1.92
7-Feb-05,14.26,3.57,2.02
8-Feb-05,14.26,3.57,2.02
9-Feb-05,14.36,3.59,2.01
10-Feb-05,14.31,3.58,2.01
11-Feb-05,14.48,3.61,2
14-Feb-05,14.59,3.64,1.99
15-Feb-05,14.53,3.63,2
16-Feb-05,14.39,3.59,2.02
17-Feb-05,14.34,3.58,2.03
18-Feb-05,14.29,3.57,2.04
21-Feb-05,14.21,3.55,2.05
22-Feb-05,14.31,3.57,2.03
23-Feb-05,14.3,3.57,2.03
24-Feb-05,14.29,3.57,2.04
25-Feb-05,14.71,3.84,1.93
28-Feb-05,15.02,3.92,1.9
1-Mar-05,14.88,3.89,1.92
2-Mar-05,14.94,3.9,1.91
3-Mar-05,15.2,3.97,1.88
4-Mar-05,15.34,4.01,1.86
7-Mar-05,15.42,4.03,1.85
8-Mar-05,15.48,4.05,1.84
9-Mar-05,15.43,4.03,1.85
10-Mar-05,15.47,4.04,1.84
11-Mar-05,15.38,4.02,1.86
14-Mar-05,15.32,4,1.86
15-Mar-05,15.2,3.97,1.88
16-Mar-05,15.17,3.96,1.88
17-Mar-05,14.98,3.91,1.91
18-Mar-05,15.06,3.93,1.9
21-Mar-05,14.97,3.91,1.92
22-Mar-05,14.72,3.85,1.95
23-Mar-05,14.47,3.78,1.99
24-Mar-05,14.39,3.76,2
28-Mar-05,14.54,3.8,1.98
29-Mar-05,14.21,3.71,2.02
30-Mar-05,14.3,3.74,2.01
31-Mar-05,14.6,3.82,1.97
1-Apr-05,14.84,3.88,1.94
4-Apr-05,14.81,3.86,1.94
5-Apr-05,14.71,3.84,1.95
6-Apr-05,14.83,3.87,1.94
7-Apr-05,14.71,3.84,1.95
8-Apr-05,14.56,3.8,1.97
11-Apr-05,14.39,3.76,2
12-Apr-05,14.65,3.82,1.96
13-Apr-05,14.52,3.79,1.98
15-Apr-05,13.95,3.66,2.05
18-Apr-05,13.75,3.61,2.08
19-Apr-05,13.64,3.57,2.1
20-Apr-05,13.78,3.61,2.08
21-Apr-05,13.87,3.65,2.06
22-Apr-05,13.97,3.68,2.04
25-Apr-05,13.99,3.69,2.03
26-Apr-05,13.85,3.66,2.05
27-Apr-05,13.51,3.62,2.07
28-Apr-05,13.55,3.63,2.07
29-Apr-05,13.27,3.56,2.11
2-May-05,13.32,3.59,2.11
3-May-05,13.35,3.59,2.1
4-May-05,13.5,3.63,2.08
5-May-05,13.64,3.67,2.06
6-May-05,13.71,3.7,2.04
9-May-05,13.87,3.74,2.02
10-May-05,13.82,3.73,2.02
11-May-05,13.76,3.72,2.03
12-May-05,13.81,3.73,2.03
13-May-05,13.78,3.72,2.03
16-May-05,13.97,3.77,2.04
17-May-05,13.8,3.73,2.06
18-May-05,13.74,3.72,2.07
19-May-05,13.74,3.73,2.06
20-May-05,13.73,3.73,2.06
23-May-05,13.88,3.77,2.04
24-May-05,13.98,3.8,2.02
25-May-05,13.75,3.83,2.01
26-May-05,13.95,3.89,1.98
27-May-05,13.97,3.89,1.98
30-May-05,13.86,3.88,1.99
31-May-05,13.94,3.91,1.97
1-Jun-05,13.93,3.91,1.97
2-Jun-05,13.77,3.87,1.99
3-Jun-05,13.97,3.93,1.96
4-Jun-05,13.96,3.92,1.97
6-Jun-05,13.96,3.92,1.65
7-Jun-05,14,3.93,1.65
8-Jun-05,14.09,3.96,1.64
9-Jun-05,13.97,3.94,1.64
10-Jun-05,13.89,3.92,1.65
13-Jun-05,13.9,3.79,1.61
14-Jun-05,13.96,3.81,1.6
15-Jun-05,14.07,3.84,1.59
16-Jun-05,14.04,3.83,1.59
17-Jun-05,14.04,3.83,1.59
20-Jun-05,13.82,3.87,1.58
21-Jun-05,13.99,3.92,1.56
22-Jun-05,14.1,3.95,1.55
23-Jun-05,14.08,3.94,1.55
24-Jun-05,14.14,3.96,1.54
27-Jun-05,14.18,3.94,1.57
28-Jun-05,13.99,3.89,1.59
29-Jun-05,14.13,3.93,1.57
30-Jun-05,14.31,3.98,1.55
1-Jul-05,14.26,3.96,1.56
4-Jul-05,14.38,3.91,1.63
5-Jul-05,14.25,3.88,1.64
6-Jul-05,14.36,3.91,1.63
7-Jul-05,14.05,3.82,1.67
8-Jul-05,14.16,3.85,1.66
11-Jul-05,14.3,3.84,1.65
12-Jul-05,14.29,3.84,1.65
13-Jul-05,14.17,3.81,1.66
14-Jul-05,14.04,3.78,1.68
15-Jul-05,14.21,3.83,1.65
18-Jul-05,14.31,3.86,1.64
19-Jul-05,14.33,3.87,1.64
20-Jul-05,14.36,3.87,1.64
21-Jul-05,14.27,3.85,1.65
22-Jul-05,14.47,3.91,1.62
25-Jul-05,14.62,3.82,1.63
26-Jul-05,14.58,3.84,1.62
27-Jul-05,14.69,3.87,1.61
29-Jul-05,14.1,3.86,1.62
1-Aug-05,14.36,3.87,1.61
2-Aug-05,14.58,3.92,1.59
