Date,P/E,P/B,Div Yield
27-Jun-11,20.38,3.43,1.28
28-Jun-11,20.44,3.44,1.28
29-Jun-11,20.65,3.47,1.27
30-Jun-11,20.82,3.5,1.25
1-Jul-11,20.75,3.49,1.26
4-Jul-11,20.83,3.5,1.25
5-Jul-11,20.76,3.49,1.26
6-Jul-11,20.74,3.49,1.26
7-Jul-11,21.12,3.55,1.24
8-Jul-11,20.87,3.51,1.25
11-Jul-11,20.67,3.48,1.26
12-Jul-11,20.29,3.43,1.28
13-Jul-11,20.51,3.46,1.27
14-Jul-11,20.55,3.47,1.27
15-Jul-11,20.45,3.46,1.27
18-Jul-11,20.4,3.45,1.27
19-Jul-11,20.57,3.48,1.26
20-Jul-11,20.34,3.45,1.27
21-Jul-11,20.25,3.44,1.28
22-Jul-11,20.57,3.5,1.26
25-Jul-11,20.71,3.52,1.25
26-Jul-11,20.22,3.46,1.27
27-Jul-11,20.09,3.44,1.28
28-Jul-11,19.86,3.4,1.29
29-Jul-11,19.76,3.4,1.29
1-Aug-11,19.81,3.42,1.28
2-Aug-11,19.6,3.39,1.3
3-Aug-11,19.42,3.33,1.27
4-Aug-11,19.19,3.29,1.29
5-Aug-11,18.76,3.21,1.32
8-Aug-11,18.44,3.16,1.34
9-Aug-11,18.24,3.13,1.35
10-Aug-11,18.56,3.19,1.33
11-Aug-11,18.47,3.17,1.34
12-Aug-11,18.24,3.13,1.35
16-Aug-11,18.11,3.11,1.36
17-Aug-11,18.25,3.12,1.36
18-Aug-11,17.85,2.92,1.53
19-Aug-11,17.49,2.86,1.57
22-Aug-11,17.68,2.89,1.55
23-Aug-11,17.87,2.92,1.53
24-Aug-11,17.65,2.89,1.55
25-Aug-11,17.47,2.86,1.57
26-Aug-11,17.14,2.8,1.6
29-Aug-11,17.76,2.9,1.54
30-Aug-11,18.05,2.95,1.52
2-Sep-11,18.19,2.98,1.51
5-Sep-11,18.11,2.96,1.51
6-Sep-11,18.28,2.99,1.5
7-Sep-11,18.5,3.03,1.48
8-Sep-11,18.6,3.04,1.47
9-Sep-11,18.26,2.99,1.5
12-Sep-11,17.86,2.92,1.53
13-Sep-11,17.84,2.92,1.54
14-Sep-11,18.1,2.96,1.51
15-Sep-11,18.33,3,1.49
16-Sep-11,18.36,3,1.49
19-Sep-11,18.17,2.97,1.51
20-Sep-11,18.56,3.04,1.48
21-Sep-11,18.54,3.03,1.48
22-Sep-11,17.78,2.91,1.54
23-Sep-11,17.58,2.87,1.56
26-Sep-11,17.46,2.86,1.57
27-Sep-11,17.95,2.94,1.53
28-Sep-11,17.86,2.92,1.53
29-Sep-11,18.11,2.96,1.51
30-Sep-11,17.85,2.92,1.53
3-Oct-11,17.51,2.86,1.56
4-Oct-11,17.23,2.82,1.59
5-Oct-11,17.16,2.81,1.6
7-Oct-11,17.65,2.89,1.55
10-Oct-11,18.03,2.99,1.51
11-Oct-11,18.01,2.98,1.52
12-Oct-11,18.43,3.06,1.48
13-Oct-11,18.35,3.04,1.49
14-Oct-11,18.55,3.08,1.47
17-Oct-11,18.5,3.07,1.47
18-Oct-11,18,3.02,1.5
19-Oct-11,18.36,3.08,1.47
20-Oct-11,18.14,3.05,1.48
21-Oct-11,17.99,3.03,1.49
24-Oct-11,18.1,3.06,1.48
25-Oct-11,18.39,3.11,1.45
26-Oct-11,18.43,3.12,1.45
28-Oct-11,19.03,3.21,1.41
31-Oct-11,18.9,3.19,1.42
1-Nov-11,19.04,3.15,1.43
2-Nov-11,19.04,3.15,1.43
3-Nov-11,19.06,3.16,1.43
4-Nov-11,19.21,3.17,1.43
8-Nov-11,19.11,3.17,1.43
9-Nov-11,18.78,3.13,1.44
11-Nov-11,18.61,3.1,1.46
14-Nov-11,18.59,3.09,1.47
15-Nov-11,18.35,3.04,1.49
16-Nov-11,18.21,3.02,1.5
17-Nov-11,17.87,2.96,1.53
18-Nov-11,17.76,2.94,1.54
21-Nov-11,17.3,2.87,1.58
22-Nov-11,17.42,2.89,1.57
23-Nov-11,17.04,2.82,1.6
24-Nov-11,17.22,2.85,1.59
25-Nov-11,17.05,2.82,1.6
28-Nov-11,17.56,2.91,1.55
29-Nov-11,17.4,2.87,1.57
30-Nov-11,17.49,2.89,1.56
1-Dec-11,17.87,2.95,1.53
2-Dec-11,18.28,3.01,1.49
5-Dec-11,18.24,3.01,1.5
7-Dec-11,18.33,3.02,1.49
8-Dec-11,17.9,2.95,1.53
9-Dec-11,17.62,2.9,1.55
12-Dec-11,17.25,2.84,1.58
13-Dec-11,17.38,2.87,1.57
14-Dec-11,17.25,2.84,1.58
15-Dec-11,17.19,2.83,1.59
16-Dec-11,16.84,2.78,1.62
19-Dec-11,16.71,2.75,1.64
20-Dec-11,16.46,2.71,1.66
21-Dec-11,17,2.8,1.61
22-Dec-11,17.14,2.83,1.59
23-Dec-11,17.07,2.81,1.6
26-Dec-11,17.31,2.85,1.58
27-Dec-11,17.2,2.84,1.59
28-Dec-11,17.04,2.81,1.6
29-Dec-11,16.83,2.77,1.62
30-Dec-11,16.75,2.76,1.63
