Date,P/E,P/B,Div Yield
2-Jan-12,16.79,2.77,1.63
3-Jan-12,17.26,2.82,1.6
4-Jan-12,17.2,2.81,1.6
5-Jan-12,17.2,2.8,1.6
6-Jan-12,17.22,2.8,1.6
7-Jan-12,17.19,2.8,1.6
9-Jan-12,17.18,2.79,1.6
10-Jan-12,17.56,2.86,1.57
11-Jan-12,17.61,2.86,1.57
12-Jan-12,17.5,2.85,1.58
13-Jan-12,17.5,2.87,1.56
16-Jan-12,17.53,2.87,1.56
17-Jan-12,17.85,2.92,1.53
18-Jan-12,17.81,2.9,1.54
19-Jan-12,18.03,2.94,1.53
20-Jan-12,18.14,2.96,1.52
23-Jan-12,18.14,2.96,1.52
24-Jan-12,18.28,3.01,1.49
25-Jan-12,18.38,2.99,1.51
27-Jan-12,18.55,3.02,1.49
30-Jan-12,18.13,2.95,1.53
31-Jan-12,18.53,3.02,1.49
1-Feb-12,18.66,3.04,1.48
2-Feb-12,18.77,3.06,1.47
3-Feb-12,18.97,3.03,1.48
6-Feb-12,19.13,3.05,1.47
7-Feb-12,19.02,3.04,1.47
8-Feb-12,19.14,3.04,1.48
9-Feb-12,19.3,3.06,1.45
10-Feb-12,19,3.02,1.47
13-Feb-12,18.94,3.03,1.47
14-Feb-12,18.95,3.04,1.46
15-Feb-12,19.35,3.11,1.43
16-Feb-12,19.34,3.1,1.43
17-Feb-12,19.49,3.12,1.42
21-Feb-12,19.64,3.16,1.41
22-Feb-12,19.29,3.1,1.44
23-Feb-12,19.21,3.09,1.44
24-Feb-12,19.02,3.06,1.46
27-Feb-12,18.5,2.98,1.5
28-Feb-12,19.05,3.03,1.47
29-Feb-12,19.09,3.04,1.47
1-Mar-12,18.92,3.01,1.48
2-Mar-12,18.99,3.04,1.48
3-Mar-12,18.99,3.04,1.48
5-Mar-12,18.71,2.99,1.5
6-Mar-12,18.51,2.96,1.52
7-Mar-12,18.5,2.96,1.52
9-Mar-12,18.9,3.02,1.48
12-Mar-12,18.94,3.05,1.49
13-Mar-12,19.18,3.09,1.47
14-Mar-12,19.31,3.1,1.46
15-Mar-12,19.01,3.06,1.48
16-Mar-12,18.79,3.02,1.5
19-Mar-12,18.58,2.99,1.51
20-Mar-12,18.64,3,1.51
21-Mar-12,18.96,3.05,1.48
22-Mar-12,18.47,2.97,1.52
23-Mar-12,18.65,3,1.51
26-Mar-12,18.32,2.95,1.54
27-Mar-12,18.53,2.98,1.52
28-Mar-12,18.36,2.95,1.53
29-Mar-12,18.3,2.94,1.54
30-Mar-12,18.71,3.01,1.5
2-Apr-12,18.79,3.02,1.5
3-Apr-12,18.93,3.04,1.49
4-Apr-12,18.81,3.02,1.5
9-Apr-12,18.5,2.97,1.52
10-Apr-12,18.53,2.98,1.52
11-Apr-12,18.47,2.97,1.52
12-Apr-12,18.65,3,1.51
13-Apr-12,18.3,2.96,1.53
16-Apr-12,18.41,2.98,1.52
17-Apr-12,18.63,3.01,1.5
18-Apr-12,18.67,3.02,1.5
19-Apr-12,18.72,3.04,1.49
20-Apr-12,18.58,3.02,1.5
23-Apr-12,18.26,2.96,1.53
