Date,P/E,P/B,Div Yield
5-Apr-06,20.9,5.31,1.29
7-Apr-06,20.57,5.23,1.31
10-Apr-06,20.71,5.26,1.3
12-Apr-06,20.13,5.12,1.34
13-Apr-06,19.91,5.06,1.35
17-Apr-06,20.34,5.18,1.32
18-Apr-06,20.76,5.32,1.28
19-Apr-06,20.79,5.35,1.28
20-Apr-06,21.01,5.41,1.26
21-Apr-06,21.01,5.41,1.26
24-Apr-06,20.85,5.37,1.27
25-Apr-06,20.37,5.24,1.3
26-Apr-06,20.93,5.38,1.27
27-Apr-06,20.58,5.31,1.29
28-Apr-06,20.08,5.31,1.29
29-Apr-06,20.31,5.39,1.27
2-May-06,20.46,5.46,1.25
3-May-06,20.62,5.5,1.24
4-May-06,20.7,5.52,1.24
5-May-06,20.77,5.55,1.23
8-May-06,20.93,5.59,1.22
9-May-06,21.09,5.63,1.21
10-May-06,21.28,5.68,1.2
11-May-06,20.98,5.6,1.22
12-May-06,20.69,5.53,1.24
15-May-06,19.86,5.3,1.29
16-May-06,19.97,5.34,1.28
17-May-06,20.62,5.51,1.24
18-May-06,19.26,5.13,1.33
19-May-06,18.51,4.92,1.39
22-May-06,17.52,4.67,1.46
23-May-06,18.19,4.85,1.41
24-May-06,17.71,4.63,1.46
25-May-06,18.39,4.73,1.43
26-May-06,18.28,4.77,1.42
29-May-06,18.27,4.78,1.41
30-May-06,18.11,4.74,1.43
31-May-06,17.46,4.57,1.48
1-Jun-06,16.78,4.41,1.53
2-Jun-06,17.51,4.6,1.47
5-Jun-06,17.09,4.49,1.51
6-Jun-06,16.64,4.35,1.62
7-Jun-06,16.21,4.23,1.66
8-Jun-06,15.44,4.03,1.74
9-Jun-06,16.24,4.24,1.65
12-Jun-06,15.73,4.11,1.71
13-Jun-06,15.09,3.94,1.78
14-Jun-06,14.92,3.9,1.8
15-Jun-06,15.91,4.14,1.69
16-Jun-06,16.43,4.28,1.64
19-Jun-06,16.58,4.2,1.65
20-Jun-06,16.27,4.12,1.68
21-Jun-06,16.62,4.21,1.65
22-Jun-06,17.03,4.31,1.61
23-Jun-06,17.3,4.38,1.58
25-Jun-06,17.34,4.39,1.58
26-Jun-06,16.73,4.24,1.64
27-Jun-06,17.36,4.44,1.57
28-Jun-06,17.57,4.44,1.57
29-Jun-06,17.67,4.46,1.56
30-Jun-06,18.44,4.66,1.49
3-Jul-06,18.57,4.69,1.48
4-Jul-06,18.5,4.67,1.49
5-Jul-06,18.84,4.76,1.46
6-Jul-06,18.6,4.7,1.48
7-Jul-06,18.13,4.58,1.52
10-Jul-06,18.52,4.68,1.49
11-Jul-06,18.36,4.64,1.5
12-Jul-06,18.76,4.76,1.46
13-Jul-06,18.61,4.72,1.47
14-Jul-06,18.33,4.47,1.54
17-Jul-06,17.63,4.3,1.59
18-Jul-06,17.52,4.28,1.59
19-Jul-06,17,4.19,1.63
20-Jul-06,17.43,4.32,1.58
21-Jul-06,16.93,4.21,1.62
24-Jul-06,17.13,4.27,1.6
25-Jul-06,17.44,4.35,1.57
26-Jul-06,17.58,4.45,1.53
27-Jul-06,17.83,4.3,1.57
28-Jul-06,17.57,4.27,1.59
31-Jul-06,17.64,4.29,1.58
1-Aug-06,17.67,4.29,1.58
2-Aug-06,17.86,4.34,1.56
3-Aug-06,17.9,4.35,1.56
4-Aug-06,17.83,4.33,1.56
7-Aug-06,17.69,4.3,1.58
8-Aug-06,18.03,4.38,1.55
9-Aug-06,18.27,4.44,1.53
10-Aug-06,18.3,4.45,1.52
11-Aug-06,18.38,4.46,1.52
14-Aug-06,18.6,4.52,1.5
16-Aug-06,18.84,4.58,1.48
17-Aug-06,18.83,4.54,1.5
18-Aug-06,18.84,4.54,1.5
21-Aug-06,18.88,4.56,1.49
22-Aug-06,18.88,4.55,1.49
23-Aug-06,18.71,4.52,1.51
24-Aug-06,18.91,4.56,1.49
25-Aug-06,19,4.58,1.48
28-Aug-06,19.08,4.6,1.48
29-Aug-06,19.22,4.64,1.47
30-Aug-06,19.25,4.58,1.47
31-Aug-06,19.15,4.55,1.47
1-Sep-06,19.68,4.5,1.43
4-Sep-06,19.92,4.56,1.41
5-Sep-06,19.9,4.55,1.42
6-Sep-06,19.92,4.56,1.41
7-Sep-06,19.79,4.53,1.42
8-Sep-06,19.89,4.55,1.42
11-Sep-06,19.29,4.41,1.46
12-Sep-06,19.42,4.44,1.45
13-Sep-06,19.81,4.5,1.4
14-Sep-06,19.91,4.53,1.4
15-Sep-06,19.95,4.53,1.39
18-Sep-06,20.03,4.55,1.39
19-Sep-06,19.83,4.51,1.4
20-Sep-06,20.09,4.57,1.38
21-Sep-06,20.38,4.63,1.36
22-Sep-06,20.33,4.62,1.37
25-Sep-06,20.21,4.59,1.37
26-Sep-06,20.83,4.73,1.33
27-Sep-06,20.87,4.74,1.33
28-Sep-06,20.83,4.73,1.33
29-Sep-06,20.92,4.76,1.33
3-Oct-06,20.82,4.73,1.33
4-Oct-06,20.5,4.66,1.36
5-Oct-06,20.79,4.72,1.34
6-Oct-06,20.82,4.73,1.33
9-Oct-06,20.82,4.73,1.36
10-Oct-06,20.83,4.73,1.36
11-Oct-06,20.68,4.59,1.39
12-Oct-06,21.04,4.67,1.37
13-Oct-06,21.36,4.74,1.35
16-Oct-06,21.64,4.81,1.33
17-Oct-06,21.47,4.79,1.33
18-Oct-06,21.33,4.79,1.34
19-Oct-06,21.06,4.75,1.35
20-Oct-06,20.91,4.75,1.35
21-Oct-06,20.94,4.76,1.35
23-Oct-06,20.79,4.72,1.35
26-Oct-06,20.79,4.75,1.35
27-Oct-06,21.04,4.83,1.32
30-Oct-06,20.48,4.87,1.31
31-Oct-06,20.37,4.84,1.32
1-Nov-06,20.16,4.87,1.32
2-Nov-06,20.29,4.9,1.31
3-Nov-06,20.37,4.92,1.3
6-Nov-06,20.39,4.92,1.3
7-Nov-06,20.34,4.91,1.3
8-Nov-06,20.22,4.88,1.31
9-Nov-06,20.32,4.87,1.27
10-Nov-06,20.53,4.92,1.26
13-Nov-06,20.66,4.95,1.25
14-Nov-06,20.7,4.96,1.25
15-Nov-06,20.78,4.98,1.25
16-Nov-06,20.78,4.98,1.25
17-Nov-06,20.65,4.95,1.25
20-Nov-06,20.67,4.95,1.25
21-Nov-06,21,5.03,1.23
22-Nov-06,21.2,5.08,1.22
23-Nov-06,21.14,5.07,1.22
24-Nov-06,21.17,5.08,1.22
27-Nov-06,21.25,5.1,1.22
28-Nov-06,21,5.04,1.23
29-Nov-06,21.03,5.05,1.23
30-Nov-06,21.18,5.08,1.22
1-Dec-06,21.41,5.14,1.21
4-Dec-06,21.43,5.11,1.21
5-Dec-06,21.51,5.13,1.2
6-Dec-06,21.51,5.13,1.2
7-Dec-06,21.54,5.13,1.2
8-Dec-06,21.23,5.06,1.22
11-Dec-06,20.62,4.92,1.25
12-Dec-06,19.91,4.75,1.3
13-Dec-06,20.17,4.81,1.28
14-Dec-06,20.59,4.91,1.26
15-Dec-06,20.83,4.97,1.24
18-Dec-06,21.05,5.02,1.23
19-Dec-06,20.53,4.9,1.26
20-Dec-06,20.45,4.88,1.26
21-Dec-06,20.54,4.9,1.26
22-Dec-06,20.74,4.95,1.25
26-Dec-06,21.12,5.04,1.22
27-Dec-06,21.3,5.08,1.21
28-Dec-06,21.28,5.08,1.22
29-Dec-06,21.26,5.07,1.22
