Date,P/E,P/B,Div Yield
3-Apr-14,18.95,3.25,1.37
4-Apr-14,18.84,3.23,1.37
7-Apr-14,18.84,3.23,1.37
9-Apr-14,19.12,3.28,1.35
10-Apr-14,19.12,3.28,1.35
11-Apr-14,19.07,3.27,1.36
15-Apr-14,18.95,3.25,1.37
16-Apr-14,18.79,3.22,1.38
17-Apr-14,19.04,3.27,1.36
21-Apr-14,19.14,3.29,1.35
22-Apr-14,19.13,3.29,1.35
23-Apr-14,19.2,3.3,1.34
25-Apr-14,19.04,3.27,1.36
28-Apr-14,18.98,3.26,1.36
29-Apr-14,18.88,3.24,1.37
30-Apr-14,18.79,3.23,1.37
2-May-14,18.72,3.2,1.42
5-May-14,18.69,3.21,1.42
6-May-14,18.74,3.21,1.41
7-May-14,18.56,3.18,1.43
8-May-14,18.52,3.17,1.45
9-May-14,19.1,3.26,1.41
12-May-14,19.47,3.33,1.38
13-May-14,19.67,3.38,1.36
14-May-14,19.67,3.38,1.36
15-May-14,19.71,3.38,1.36
16-May-14,19.93,3.42,1.34
19-May-14,20.15,3.45,1.33
20-May-14,20.21,3.46,1.33
21-May-14,20.07,3.44,1.33
22-May-14,20.14,3.46,1.33
23-May-14,20.39,3.5,1.31
26-May-14,20.32,3.49,1.31
27-May-14,20.21,3.48,1.32
28-May-14,20.22,3.48,1.32
29-May-14,19.79,3.44,1.34
30-May-14,19.82,3.43,1.34
2-Jun-14,20.27,3.5,1.31
3-Jun-14,20.46,3.52,1.3
4-Jun-14,20.42,3.52,1.31
5-Jun-14,20.6,3.55,1.29
6-Jun-14,20.75,3.6,1.28
9-Jun-14,20.85,3.62,1.26
10-Jun-14,20.86,3.62,1.26
11-Jun-14,20.78,3.56,1.28
12-Jun-14,20.84,3.58,1.28
13-Jun-14,20.55,3.52,1.28
16-Jun-14,20.53,3.52,1.28
17-Jun-14,20.76,3.48,1.28
18-Jun-14,20.56,3.45,1.3
19-Jun-14,20.52,3.44,1.3
20-Jun-14,20.38,3.43,1.3
23-Jun-14,20.33,3.42,1.31
24-Jun-14,20.56,3.46,1.29
25-Jun-14,20.53,3.46,1.29
26-Jun-14,20.33,3.42,1.31
27-Jun-14,20.37,3.43,1.31
30-Jun-14,20.65,3.48,1.29
1-Jul-14,20.71,3.49,1.28
2-Jul-14,20.96,3.53,1.27
3-Jul-14,20.93,3.52,1.27
4-Jul-14,20.99,3.54,1.26
7-Jul-14,21.08,3.56,1.26
8-Jul-14,20.64,3.48,1.29
9-Jul-14,20.54,3.46,1.29
10-Jul-14,20.48,3.46,1.3
11-Jul-14,20.12,3.41,1.31
14-Jul-14,20.12,3.41,1.31
15-Jul-14,20.31,3.44,1.3
16-Jul-14,20.57,3.48,1.29
17-Jul-14,20.62,3.49,1.28
18-Jul-14,20.6,3.5,1.28
21-Jul-14,20.58,3.51,1.28
22-Jul-14,20.78,3.54,1.26
23-Jul-14,20.82,3.56,1.26
24-Jul-14,20.92,3.57,1.25
25-Jul-14,20.79,3.55,1.26
28-Jul-14,20.66,3.53,1.27
30-Jul-14,20.78,3.54,1.27
31-Jul-14,20.56,3.48,1.3
1-Aug-14,20.05,3.42,1.32
4-Aug-14,20.26,3.46,1.31
5-Aug-14,20.43,3.48,1.3
6-Aug-14,20.2,3.4,1.32
7-Aug-14,20.14,3.35,1.32
8-Aug-14,19.93,3.29,1.34
11-Aug-14,20,3.32,1.33
12-Aug-14,20.26,3.36,1.31
13-Aug-14,20.31,3.37,1.31
14-Aug-14,20.45,3.39,1.3
18-Aug-14,20.57,3.43,1.29
19-Aug-14,20.63,3.44,1.28
20-Aug-14,20.58,3.43,1.29
21-Aug-14,20.63,3.43,1.29
22-Aug-14,20.69,3.44,1.28
25-Aug-14,20.67,3.44,1.28
26-Aug-14,20.67,3.44,1.28
27-Aug-14,20.75,3.45,1.28
28-Aug-14,20.8,3.46,1.27
1-Sep-14,20.99,3.49,1.26
2-Sep-14,21.14,3.52,1.25
3-Sep-14,21.22,3.53,1.25
4-Sep-14,21.17,3.52,1.25
5-Sep-14,21.15,3.52,1.25
8-Sep-14,21.73,3.56,1.24
9-Sep-14,21.68,3.55,1.24
10-Sep-14,21.52,3.52,1.25
11-Sep-14,21.5,3.52,1.25
12-Sep-14,21.55,3.53,1.25
15-Sep-14,21.38,3.5,1.26
16-Sep-14,21.09,3.45,1.28
17-Sep-14,21.21,3.47,1.27
18-Sep-14,21.58,3.53,1.25
19-Sep-14,21.23,3.55,1.25
22-Sep-14,21.3,3.56,1.25
23-Sep-14,20.96,3.5,1.27
24-Sep-14,20.92,3.48,1.31
25-Sep-14,20.68,3.43,1.33
26-Sep-14,20.83,3.45,1.31
29-Sep-14,20.81,3.44,1.32
30-Sep-14,20.82,3.43,1.31
1-Oct-14,20.77,3.4,1.32
7-Oct-14,20.53,3.36,1.34
8-Oct-14,20.5,3.34,1.34
9-Oct-14,20.81,3.37,1.33
10-Oct-14,20.55,3.33,1.35
13-Oct-14,20.47,3.34,1.34
14-Oct-14,20.41,3.33,1.34
16-Oct-14,20.13,3.28,1.36
17-Oct-14,20.21,3.3,1.36
20-Oct-14,20.47,3.34,1.34
21-Oct-14,20.53,3.36,1.33
22-Oct-14,20.65,3.39,1.32
23-Oct-14,20.7,3.4,1.32
27-Oct-14,20.64,3.39,1.32
28-Oct-14,20.75,3.4,1.32
29-Oct-14,20.92,3.43,1.31
30-Oct-14,21.16,3.46,1.29
31-Oct-14,21.58,3.51,1.27
3-Nov-14,21.58,3.51,1.27
5-Nov-14,21.54,3.52,1.27
7-Nov-14,21.31,3.52,1.27
10-Nov-14,21.24,3.52,1.27
11-Nov-14,21.29,3.53,1.27
12-Nov-14,21.33,3.54,1.26
13-Nov-14,21.26,3.53,1.27
14-Nov-14,21.35,3.54,1.26
17-Nov-14,21.45,3.56,1.25
18-Nov-14,21.47,3.56,1.26
19-Nov-14,21.33,3.54,1.26
20-Nov-14,21.51,3.55,1.26
21-Nov-14,21.7,3.58,1.25
24-Nov-14,21.78,3.6,1.24
25-Nov-14,21.61,3.57,1.25
26-Nov-14,21.65,3.58,1.25
27-Nov-14,21.7,3.59,1.25
28-Nov-14,21.94,3.63,1.23
1-Dec-14,21.85,3.61,1.24
2-Dec-14,21.77,3.6,1.24
3-Dec-14,21.81,3.61,1.24
4-Dec-14,21.87,3.62,1.23
5-Dec-14,21.81,3.61,1.24
8-Dec-14,21.56,3.57,1.25
9-Dec-14,21.31,3.52,1.27
10-Dec-14,21.35,3.53,1.27
11-Dec-14,21.19,3.5,1.27
12-Dec-14,21.01,3.47,1.29
15-Dec-14,21,3.47,1.29
16-Dec-14,20.61,3.41,1.31
17-Dec-14,20.51,3.39,1.32
18-Dec-14,20.85,3.45,1.3
19-Dec-14,21.01,3.48,1.29
22-Dec-14,21.27,3.52,1.27
23-Dec-14,21.12,3.49,1.28
24-Dec-14,20.88,3.45,1.29
26-Dec-14,20.95,3.46,1.29
29-Dec-14,21.07,3.47,1.28
30-Dec-14,21.07,3.48,1.28
31-Dec-14,21.16,3.49,1.27
