Date,P/E,P/B,Div Yield
3-Jan-00,25.91,4.63,0.95
4-Jan-00,26.67,4.76,0.92
5-Jan-00,25.97,4.64,0.95
6-Jan-00,26.32,4.7,0.94
7-Jan-00,26.25,4.69,0.94
10-Jan-00,26.57,4.74,0.93
11-Jan-00,25.59,4.57,0.96
12-Jan-00,26.44,4.72,0.93
13-Jan-00,26.38,4.71,0.93
14-Jan-00,26.41,4.71,0.93
17-Jan-00,26.22,4.68,0.94
18-Jan-00,26.15,4.67,0.94
19-Jan-00,26.6,4.75,0.93
20-Jan-00,26.05,4.65,0.95
21-Jan-00,26.37,4.71,0.93
24-Jan-00,26.26,4.69,0.94
25-Jan-00,25.81,4.61,0.95
27-Jan-00,26.1,4.66,0.94
28-Jan-00,26.02,4.65,0.95
31-Jan-00,25.16,4.49,0.98
1-Feb-00,25.13,4.51,0.98
2-Feb-00,25.75,4.62,0.95
3-Feb-00,25.91,4.65,0.95
4-Feb-00,25.94,4.65,0.94
7-Feb-00,26.54,4.76,0.92
8-Feb-00,26.96,4.83,0.91
9-Feb-00,27.4,4.91,0.93
10-Feb-00,27.75,4.98,0.92
11-Feb-00,28.47,5.11,0.9
14-Feb-00,28.29,5.07,0.9
15-Feb-00,27.19,4.93,0.92
16-Feb-00,27.32,4.95,0.92
17-Feb-00,27.82,5.04,0.9
18-Feb-00,27.43,4.97,0.9
21-Feb-00,28,5.08,0.89
22-Feb-00,27.77,5.03,0.89
23-Feb-00,27.09,4.91,0.92
24-Feb-00,27.66,5.01,0.9
25-Feb-00,27.29,4.95,0.91
28-Feb-00,27.49,4.98,0.9
29-Feb-00,26.36,4.79,0.94
1-Mar-00,27.35,4.96,0.91
2-Mar-00,27.09,4.92,0.91
3-Mar-00,26.47,4.8,0.94
6-Mar-00,26.99,4.89,0.92
7-Mar-00,27.22,4.94,0.91
8-Mar-00,26.64,4.83,1.03
9-Mar-00,26.32,4.77,1.04
10-Mar-00,25.62,4.65,1.07
13-Mar-00,24.95,4.52,1.1
14-Mar-00,25.05,4.54,1.09
15-Mar-00,25.9,4.7,1.06
16-Mar-00,24.97,4.53,1.09
21-Mar-00,24.89,4.51,1.02
22-Mar-00,25.41,4.61,1.03
23-Mar-00,24.83,4.5,1.06
24-Mar-00,25.09,4.55,1.05
27-Mar-00,24.99,4.53,1.05
28-Mar-00,25.08,4.55,1.04
29-Mar-00,25.08,4.55,1.04
30-Mar-00,24.94,4.52,1.05
31-Mar-00,24.6,4.46,1.06
3-Apr-00,24.7,4.48,1.06
4-Apr-00,22.99,4.17,1.14
5-Apr-00,23.09,4.19,1.51
6-Apr-00,23.39,4.24,1.49
7-Apr-00,25.06,4.54,1.39
10-Apr-00,25.96,4.71,1.34
11-Apr-00,25.72,4.71,1.33
12-Apr-00,25.21,4.62,1.47
13-Apr-00,23.98,4.38,1.54
17-Apr-00,21.74,3.91,1.62
18-Apr-00,21.31,3.84,1.66
19-Apr-00,21.07,3.8,1.73
20-Apr-00,21.23,3.83,1.71
24-Apr-00,20.82,3.76,1.75
25-Apr-00,20.39,3.68,1.78
26-Apr-00,21.54,3.89,1.73
27-Apr-00,21.25,3.84,1.75
28-Apr-00,21.1,3.81,1.77
2-May-00,20,3.61,1.86
3-May-00,19.74,3.56,1.91
4-May-00,20.71,3.74,1.82
5-May-00,21.33,3.85,1.77
8-May-00,20.47,3.7,1.74
9-May-00,20.68,3.73,1.72
10-May-00,20.57,3.71,1.74
11-May-00,19.68,3.55,1.81
12-May-00,19.36,3.49,1.84
15-May-00,19.54,3.52,1.82
16-May-00,19.66,3.54,1.81
17-May-00,19.88,3.7,1.79
18-May-00,19.44,3.64,1.81
19-May-00,19.05,3.57,1.85
22-May-00,18.53,3.47,1.89
23-May-00,18.4,3.45,1.91
24-May-00,20.69,4.09,1.8
25-May-00,20.89,4.13,1.79
26-May-00,21.35,4.22,1.75
29-May-00,21.95,4.34,1.5
30-May-00,22.34,4.57,1.47
31-May-00,22.96,4.7,1.43
1-Jun-00,22.46,4.52,1.46
2-Jun-00,23.13,4.65,1.42
5-Jun-00,23.38,4.71,1.39
6-Jun-00,23.67,4.76,1.38
7-Jun-00,23.7,4.78,1.39
8-Jun-00,24.25,4.89,1.36
9-Jun-00,24.31,4.9,1.36
12-Jun-00,23.87,4.81,1.36
13-Jun-00,23.74,4.79,1.36
14-Jun-00,23.79,4.77,1.38
15-Jun-00,23.95,4.81,1.37
16-Jun-00,24.48,4.91,1.34
19-Jun-00,24.84,4.98,1.27
20-Jun-00,24.98,5.01,1.26
21-Jun-00,24.45,4.91,1.29
22-Jun-00,24.67,4.95,1.28
