Date,P/E,P/B,Div Yield
16-Jun-03,12.01,2.27,2.83
17-Jun-03,12.35,2.33,2.75
18-Jun-03,12.41,2.34,2.74
19-Jun-03,12.47,2.35,2.72
20-Jun-03,12.56,2.37,2.7
23-Jun-03,12.44,2.35,2.73
24-Jun-03,12.39,2.34,2.74
25-Jun-03,12.64,2.38,2.69
26-Jun-03,12.75,2.41,2.66
27-Jun-03,12.85,2.42,2.64
30-Jun-03,12.95,2.44,2.62
1-Jul-03,12.32,2.44,2.33
2-Jul-03,12.35,2.44,2.33
3-Jul-03,12.47,2.47,2.31
4-Jul-03,12.4,2.45,2.32
7-Jul-03,12.43,2.46,2.31
8-Jul-03,12.49,2.47,2.3
9-Jul-03,12.43,2.46,2.31
10-Jul-03,12.66,2.5,2.27
11-Jul-03,12.66,2.5,2.27
14-Jul-03,12.76,2.52,2.25
15-Jul-03,12.64,2.5,2.27
16-Jul-03,12.73,2.52,2.26
17-Jul-03,12.55,2.48,2.29
18-Jul-03,12.42,2.46,2.31
21-Jul-03,12.16,2.4,2.36
22-Jul-03,12,2.39,2.38
23-Jul-03,12.1,2.41,2.36
24-Jul-03,12.32,2.45,2.32
25-Jul-03,12.58,2.51,2.27
28-Jul-03,12.65,2.52,2.26
29-Jul-03,12.71,2.53,2.25
30-Jul-03,12.81,2.55,2.23
31-Jul-03,12.84,2.55,2.23
1-Aug-03,12.95,2.58,2.21
4-Aug-03,13.26,2.59,2.17
5-Aug-03,13.05,2.55,2.21
6-Aug-03,12.9,2.52,2.23
7-Aug-03,13.19,2.57,2.19
8-Aug-03,13.47,2.63,2.14
11-Aug-03,13.58,2.65,2.12
12-Aug-03,13.61,2.65,2.12
13-Aug-03,13.74,2.68,2.1
14-Aug-03,13.75,2.68,2.1
18-Aug-03,14.12,2.76,2.04
19-Aug-03,14.08,2.75,2.05
20-Aug-03,14.19,2.77,2.03
21-Aug-03,14.33,2.8,2.01
22-Aug-03,14.45,2.82,1.99
25-Aug-03,14.01,2.73,2.06
26-Aug-03,14.52,2.83,1.98
27-Aug-03,14.77,2.88,1.95
28-Aug-03,14.78,2.88,1.95
29-Aug-03,14.95,2.92,1.93
1-Sep-03,15.16,2.96,1.9
2-Sep-03,15.27,2.98,1.89
3-Sep-03,14.98,2.92,1.92
4-Sep-03,15.13,2.95,1.91
5-Sep-03,15.41,3.01,1.87
8-Sep-03,15.62,3.05,1.85
9-Sep-03,15.5,3.03,1.86
10-Sep-03,15.53,3.03,1.86
11-Sep-03,15.46,3.02,1.86
12-Sep-03,15.12,2.95,1.91
15-Sep-03,14.65,2.86,1.97
16-Sep-03,14.96,2.92,1.93
17-Sep-03,14.78,2.88,1.95
18-Sep-03,14.35,2.8,2.01
19-Sep-03,14.57,2.84,1.98
22-Sep-03,14.36,2.8,2.01
23-Sep-03,14.64,2.86,1.97
24-Sep-03,15.12,2.95,1.91
25-Sep-03,14.95,2.92,1.93
26-Sep-03,15.28,2.98,1.89
29-Sep-03,15.43,3.01,1.87
30-Sep-03,15.61,3.05,1.85
1-Oct-03,15.66,3.06,1.84
3-Oct-03,15.97,3.12,1.8
6-Oct-03,16.3,3.18,1.77
7-Oct-03,16.28,3.18,1.77
8-Oct-03,16.29,3.18,1.77
9-Oct-03,16.55,3.23,1.84
10-Oct-03,16.78,3.28,1.81
13-Oct-03,17.04,3.33,1.78
14-Oct-03,16.76,3.27,1.81
15-Oct-03,16.94,3.3,1.79
16-Oct-03,17.14,3.35,1.77
17-Oct-03,17.29,3.37,1.76
20-Oct-03,17,3.32,1.79
21-Oct-03,16.6,3.24,1.83
22-Oct-03,16.46,3.21,1.85
23-Oct-03,16.21,3.16,1.87
24-Oct-03,16.6,3.24,1.83
25-Oct-03,16.78,3.27,1.81
27-Oct-03,16.37,3.19,1.86
28-Oct-03,16.33,3.19,1.86
29-Oct-03,16.52,3.22,1.84
30-Oct-03,16.72,3.26,1.82
31-Oct-03,17.15,3.35,1.77
3-Nov-03,17.65,3.45,1.72
4-Nov-03,17.84,3.48,1.7
5-Nov-03,17.74,3.46,1.71
6-Nov-03,17.77,3.47,1.71
7-Nov-03,17.55,3.42,1.73
10-Nov-03,17.58,3.43,1.73
11-Nov-03,17.65,3.44,1.72
12-Nov-03,17.68,3.45,1.72
13-Nov-03,17.42,3.4,1.74
14-Nov-03,17.09,3.34,1.78
15-Nov-03,17.23,3.36,1.76
17-Nov-03,17.42,3.4,1.74
18-Nov-03,17.24,3.37,1.76
19-Nov-03,16.98,3.31,1.79
20-Nov-03,16.78,3.27,1.81
21-Nov-03,16.98,3.31,1.79
24-Nov-03,17.02,3.32,1.79
25-Nov-03,17.29,3.37,1.76
27-Nov-03,17.62,3.44,1.72
28-Nov-03,17.81,3.47,1.71
1-Dec-03,18.27,3.57,1.66
2-Dec-03,18.29,3.57,1.66
3-Dec-03,18.42,3.59,1.65
4-Dec-03,18.47,3.6,1.65
5-Dec-03,18.15,3.54,1.67
8-Dec-03,18.15,3.54,1.67
9-Dec-03,18.48,3.61,1.64
10-Dec-03,18.6,3.63,1.63
11-Dec-03,18.69,3.65,1.63
12-Dec-03,18.73,3.66,1.62
15-Dec-03,19.01,3.71,1.6
16-Dec-03,19.15,3.74,1.59
17-Dec-03,19.11,3.73,1.59
18-Dec-03,19.37,3.78,1.57
19-Dec-03,19.61,3.83,1.55
22-Dec-03,19.73,3.85,1.54
23-Dec-03,19.63,3.83,1.55
24-Dec-03,19.95,3.89,1.52
26-Dec-03,20.26,3.95,1.5
29-Dec-03,20.67,4.03,1.47
30-Dec-03,20.66,4.03,1.47
31-Dec-03,20.73,4.05,1.47
