Date,P/E,P/B,Div Yield
2-Jan-07,21.48,5.12,1.2
3-Jan-07,21.57,5.14,1.2
4-Jan-07,21.38,5.1,1.21
5-Jan-07,21.35,5.09,1.21
8-Jan-07,21.08,5.03,1.23
9-Jan-07,20.97,5,1.23
10-Jan-07,20.64,4.92,1.25
11-Jan-07,21.04,5.04,1.22
12-Jan-07,21.63,5.16,1.18
15-Jan-07,21.77,5.19,1.17
16-Jan-07,21.67,5.19,1.17
17-Jan-07,21.59,5.19,1.17
18-Jan-07,21.74,5.23,1.16
19-Jan-07,21.43,5.21,1.17
22-Jan-07,21.42,5.22,1.16
23-Jan-07,20.96,5.18,1.17
24-Jan-07,21.07,5.21,1.16
25-Jan-07,21.35,5.29,1.15
29-Jan-07,20.88,5.26,1.15
31-Jan-07,19.85,5.2,1.17
1-Feb-07,19.95,5.27,1.15
2-Feb-07,20.12,5.33,1.14
5-Feb-07,20.27,5.37,1.13
6-Feb-07,20.18,5.35,1.14
7-Feb-07,20.32,5.38,1.13
8-Feb-07,20.31,5.38,1.13
9-Feb-07,20.14,5.33,1.14
12-Feb-07,19.52,5.17,1.17
13-Feb-07,19.45,5.15,1.18
14-Feb-07,19.47,5.15,1.18
15-Feb-07,19.94,5.28,1.15
19-Feb-07,20.02,5.3,1.14
20-Feb-07,19.74,5.23,1.16
21-Feb-07,19.69,5.22,1.16
22-Feb-07,19.42,5.14,1.18
23-Feb-07,18.94,5.02,1.21
26-Feb-07,18.95,5.02,1.21
27-Feb-07,18.72,4.96,1.22
28-Feb-07,18.01,4.77,1.27
1-Mar-07,18.33,4.86,1.25
2-Mar-07,17.92,4.75,1.28
5-Mar-07,17.2,4.56,1.33
6-Mar-07,17.58,4.66,1.3
7-Mar-07,17.44,4.62,1.31
8-Mar-07,18.09,4.79,1.27
9-Mar-07,17.88,4.74,1.28
12-Mar-07,17.96,4.76,1.28
13-Mar-07,18.14,4.8,1.26
14-Mar-07,17.51,4.64,1.31
15-Mar-07,17.53,4.64,1.31
16-Mar-07,17.36,4.6,1.32
19-Mar-07,17.7,4.69,1.29
20-Mar-07,17.79,4.71,1.29
21-Mar-07,18.11,4.8,1.26
22-Mar-07,18.65,4.94,1.23
23-Mar-07,18.58,4.92,1.23
26-Mar-07,18.38,4.87,1.25
28-Mar-07,18.1,4.79,1.27
29-Mar-07,18.29,4.84,1.25
30-Mar-07,18.4,4.87,1.25
2-Apr-07,17.49,4.63,1.31
3-Apr-07,17.77,4.71,1.29
4-Apr-07,18.43,4.89,1.24
5-Apr-07,18.54,4.91,1.23
9-Apr-07,19,5.03,1.2
10-Apr-07,19.02,5.04,1.2
11-Apr-07,19.09,5.03,1.22
12-Apr-07,18.93,4.99,1.23
13-Apr-07,19.28,5.1,1.2
16-Apr-07,19.75,5.23,1.17
17-Apr-07,19.55,5.19,1.18
