Date,P/E,P/B,Div Yield
27-Jul-18,28.02,3.67,1.19
30-Jul-18,28.12,3.69,1.19
31-Jul-18,28.22,3.7,1.18
1-Aug-18,28.14,3.69,1.19
2-Aug-18,27.89,3.66,1.2
3-Aug-18,28.23,3.7,1.18
6-Aug-18,28.26,3.71,1.18
7-Aug-18,28.26,3.71,1.18
8-Aug-18,28.23,3.73,1.17
9-Aug-18,28.11,3.74,1.17
10-Aug-18,27.83,3.72,1.18
13-Aug-18,27.8,3.7,1.18
14-Aug-18,28.02,3.72,1.18
16-Aug-18,27.9,3.71,1.18
17-Aug-18,28.11,3.74,1.17
20-Aug-18,28.25,3.76,1.16
21-Aug-18,28.29,3.77,1.16
23-Aug-18,28.32,3.77,1.16
24-Aug-18,28.06,3.76,1.16
27-Aug-18,28.72,3.81,1.15
28-Aug-18,28.66,3.82,1.15
29-Aug-18,28.55,3.76,1.14
30-Aug-18,28.51,3.76,1.15
31-Aug-18,28.4,3.76,1.15
3-Sep-18,28.16,3.73,1.16
4-Sep-18,28.01,3.71,1.16
5-Sep-18,27.9,3.69,1.17
6-Sep-18,28.05,3.71,1.16
7-Sep-18,28.17,3.73,1.15
10-Sep-18,27.81,3.68,1.17
11-Sep-18,27.44,3.63,1.19
12-Sep-18,27.64,3.66,1.18
14-Sep-18,28,3.71,1.16
17-Sep-18,27.66,3.66,1.18
18-Sep-18,27.42,3.63,1.19
19-Sep-18,27.31,3.61,1.19
21-Sep-18,27.09,3.59,1.2
24-Sep-18,26.66,3.53,1.22
25-Sep-18,26.91,3.56,1.21
26-Sep-18,26.87,3.5,1.22
27-Sep-18,26.69,3.47,1.23
28-Sep-18,26.44,3.47,1.23
1-Oct-18,26.62,3.5,1.22
3-Oct-18,26.26,3.45,1.24
4-Oct-18,25.63,3.37,1.27
5-Oct-18,24.95,3.28,1.3
8-Oct-18,25.03,3.29,1.3
9-Oct-18,24.91,3.27,1.3
10-Oct-18,25.3,3.32,1.28
11-Oct-18,24.75,3.25,1.31
12-Oct-18,25.33,3.33,1.28
15-Oct-18,25.42,3.34,1.28
16-Oct-18,25.52,3.36,1.27
17-Oct-18,25.19,3.32,1.29
19-Oct-18,24.83,3.27,1.3
22-Oct-18,24.65,3.26,1.31
23-Oct-18,24.41,3.22,1.32
24-Oct-18,24.6,3.25,1.31
25-Oct-18,24.36,3.22,1.33
26-Oct-18,24.12,3.19,1.34
29-Oct-18,24.65,3.26,1.31
30-Oct-18,24.55,3.24,1.32
31-Oct-18,25,3.29,1.27
1-Nov-18,24.98,3.29,1.27
2-Nov-18,25.4,3.35,1.25
5-Nov-18,25.33,3.34,1.26
6-Nov-18,25.32,3.34,1.26
7-Nov-18,25.49,3.36,1.25
9-Nov-18,25.46,3.35,1.25
12-Nov-18,25.21,3.32,1.26
13-Nov-18,25.45,3.35,1.25
14-Nov-18,25.43,3.35,1.25
15-Nov-18,25.53,3.36,1.25
16-Nov-18,25.69,3.38,1.24
19-Nov-18,25.88,3.41,1.23
20-Nov-18,25.62,3.37,1.25
21-Nov-18,25.55,3.35,1.25
22-Nov-18,25.43,3.33,1.26
26-Nov-18,25.71,3.36,1.25
27-Nov-18,25.85,3.38,1.24
28-Nov-18,25.96,3.39,1.24
29-Nov-18,26.27,3.43,1.22
30-Nov-18,26.31,3.44,1.22
3-Dec-18,26.33,3.44,1.22
4-Dec-18,26.3,3.44,1.22
5-Dec-18,26.09,3.41,1.23
6-Dec-18,25.65,3.35,1.25
7-Dec-18,25.87,3.38,1.24
10-Dec-18,25.37,3.32,1.27
11-Dec-18,25.52,3.34,1.26
12-Dec-18,25.98,3.4,1.24
13-Dec-18,26.11,3.41,1.23
14-Dec-18,26.14,3.42,1.23
17-Dec-18,26.34,3.44,1.22
18-Dec-18,26.39,3.45,1.22
19-Dec-18,26.53,3.47,1.21
20-Dec-18,26.5,3.46,1.21
21-Dec-18,26.02,3.4,1.24
24-Dec-18,25.8,3.37,1.25
26-Dec-18,25.96,3.39,1.24
27-Dec-18,26.08,3.41,1.23
28-Dec-18,26.16,3.43,1.24
31-Dec-18,26.17,3.38,1.24
