Date,P/E,P/B,Div Yield
1-Jan-18,26.68,3.51,1.09
2-Jan-18,26.7,3.52,1.09
3-Jan-18,26.7,3.52,1.09
4-Jan-18,26.86,3.54,1.08
5-Jan-18,26.99,3.55,1.07
8-Jan-18,27.16,3.58,1.07
9-Jan-18,27.19,3.58,1.07
10-Jan-18,27.18,3.58,1.07
11-Jan-18,27.23,3.59,1.06
12-Jan-18,27.28,3.6,1.06
15-Jan-18,27.06,3.62,1.06
16-Jan-18,26.96,3.61,1.06
17-Jan-18,27.18,3.64,1.05
18-Jan-18,27.25,3.65,1.05
19-Jan-18,27.44,3.68,1.04
22-Jan-18,27.62,3.7,1.03
23-Jan-18,27.81,3.74,1.02
24-Jan-18,27.66,3.74,1.02
25-Jan-18,27.61,3.74,1.02
29-Jan-18,27.71,3.76,1.02
30-Jan-18,27.51,3.73,1.03
31-Jan-18,27.5,3.73,1.03
1-Feb-18,27.48,3.72,1.03
2-Feb-18,26.04,3.64,1.05
5-Feb-18,25.78,3.6,1.06
6-Feb-18,25.37,3.55,1.08
7-Feb-18,25.32,3.54,1.08
8-Feb-18,25.56,3.57,1.07
9-Feb-18,25.27,3.53,1.08
12-Feb-18,25.48,3.56,1.07
14-Feb-18,25.37,3.55,1.08
15-Feb-18,25.45,3.56,1.07
16-Feb-18,25.32,3.53,1.08
19-Feb-18,25.14,3.51,1.09
20-Feb-18,25.09,3.5,1.09
21-Feb-18,25.18,3.51,1.09
22-Feb-18,25.49,3.51,1.09
23-Feb-18,25.75,3.54,1.13
26-Feb-18,25.95,3.57,1.12
27-Feb-18,25.87,3.57,1.12
28-Feb-18,25.68,3.54,1.13
1-Mar-18,25.59,3.53,1.19
5-Mar-18,25.4,3.5,1.2
6-Mar-18,25.02,3.46,1.21
7-Mar-18,24.79,3.43,1.28
8-Mar-18,25,3.46,1.27
9-Mar-18,24.97,3.45,1.28
12-Mar-18,25.44,3.52,1.25
13-Mar-18,25.45,3.52,1.25
14-Mar-18,25.41,3.52,1.25
15-Mar-18,25.28,3.5,1.26
16-Mar-18,24.87,3.44,1.28
19-Mar-18,24.61,3.41,1.29
20-Mar-18,24.69,3.42,1.29
21-Mar-18,24.76,3.43,1.28
22-Mar-18,24.67,3.42,1.29
23-Mar-18,24.38,3.38,1.3
26-Mar-18,24.7,3.42,1.29
27-Mar-18,24.83,3.44,1.28
28-Mar-18,24.66,3.42,1.29
2-Apr-18,25.35,3.51,1.26
3-Apr-18,25.43,3.52,1.25
4-Apr-18,25.14,3.48,1.27
5-Apr-18,25.63,3.55,1.24
6-Apr-18,25.65,3.55,1.24
9-Apr-18,25.76,3.57,1.23
10-Apr-18,25.82,3.57,1.23
11-Apr-18,25.86,3.58,1.23
12-Apr-18,25.96,3.59,1.23
13-Apr-18,26.01,3.6,1.22
16-Apr-18,26.13,3.62,1.22
17-Apr-18,26.18,3.63,1.22
18-Apr-18,26.13,3.62,1.22
19-Apr-18,26.23,3.63,1.21
20-Apr-18,26.22,3.63,1.21
23-Apr-18,26.27,3.64,1.21
24-Apr-18,26.35,3.65,1.21
25-Apr-18,26.24,3.63,1.21
26-Apr-18,26.36,3.65,1.21
27-Apr-18,26.54,3.67,1.2
30-Apr-18,26.66,3.69,1.19
2-May-18,26.6,3.68,1.2
3-May-18,26.51,3.67,1.2
4-May-18,26.36,3.65,1.21
7-May-18,26.6,3.68,1.2
8-May-18,26.6,3.68,1.2
9-May-18,26.66,3.69,1.19
10-May-18,26.6,3.68,1.2
11-May-18,26.82,3.71,1.19
14-May-18,26.82,3.71,1.19
15-May-18,26.81,3.71,1.19
16-May-18,26.66,3.69,1.19
17-May-18,26.52,3.67,1.2
18-May-18,26.27,3.64,1.21
21-May-18,26.08,3.61,1.22
22-May-18,26.13,3.62,1.22
23-May-18,25.86,3.58,1.23
24-May-18,26.07,3.61,1.22
25-May-18,26.24,3.64,1.21
28-May-18,27.23,3.67,1.2
29-May-18,27.06,3.65,1.21
30-May-18,27.01,3.65,1.21
31-May-18,27.19,3.69,1.23
1-Jun-18,27.09,3.68,1.23
4-Jun-18,26.92,3.66,1.24
5-Jun-18,26.83,3.64,1.25
6-Jun-18,27.06,3.67,1.23
7-Jun-18,27.27,3.7,1.23
8-Jun-18,27.27,3.7,1.23
11-Jun-18,27.47,3.71,1.22
12-Jun-18,27.6,3.73,1.22
13-Jun-18,27.54,3.73,1.22
14-Jun-18,27.42,3.72,1.22
15-Jun-18,27.44,3.72,1.22
18-Jun-18,26.6,3.71,1.22
19-Jun-18,26.38,3.68,1.23
20-Jun-18,26.52,3.7,1.22
21-Jun-18,26.43,3.69,1.23
22-Jun-18,26.63,3.72,1.22
25-Jun-18,26.48,3.7,1.23
26-Jun-18,26.02,3.7,1.23
27-Jun-18,25.73,3.67,1.24
28-Jun-18,25.57,3.64,1.25
29-Jun-18,25.9,3.61,1.22
2-Jul-18,25.76,3.59,1.23
3-Jul-18,25.85,3.6,1.22
4-Jul-18,26.02,3.62,1.21
5-Jul-18,26.69,3.62,1.21
6-Jul-18,26.62,3.63,1.21
9-Jul-18,26.82,3.65,1.2
10-Jul-18,27.05,3.68,1.19
11-Jul-18,27.2,3.68,1.19
12-Jul-18,27.39,3.71,1.18
13-Jul-18,27.38,3.71,1.18
16-Jul-18,27.17,3.68,1.19
17-Jul-18,27.35,3.7,1.19
18-Jul-18,27.28,3.7,1.19
19-Jul-18,27.22,3.69,1.19
20-Jul-18,27.36,3.59,1.22
23-Jul-18,27.54,3.61,1.21
24-Jul-18,27.66,3.63,1.2
25-Jul-18,27.66,3.63,1.2
26-Jul-18,27.75,3.64,1.2
